"BehaviorSpace results (NetLogo 6.2.0)"
"thunderRidge2D.nlogo"
"experiment"
"08/29/2021 16:51:54:160 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","densidad","[step]","num-árboles"
"4032","34","1","346"
"4033","34","1","147"
"4034","34","1","355"
"4035","34","1","352"
"4036","34","1","218"
"4037","34","1","346"
"4038","34","1","240"
"4039","34","1","294"
"4040","34","1","355"
"4041","34","1","373"
"4042","34","1","369"
"4043","34","1","356"
"4044","34","1","363"
"4045","34","1","399"
"4046","34","1","158"
"4047","34","1","351"
"4048","34","1","323"
"4049","34","1","339"
"4050","34","1","338"
"4051","34","1","373"
"4052","34","1","309"
"4053","34","1","334"
"4054","34","1","341"
"4055","34","1","342"
"4056","34","1","346"
"4057","34","1","376"
"4058","34","1","358"
"4059","34","1","370"
"4061","34","1","264"
"4060","34","1","219"
"4062","34","1","376"
"4063","34","1","305"
"4064","34","1","354"
"4065","34","1","326"
"4066","34","1","158"
"4067","34","1","325"
"4068","34","1","254"
"4069","34","1","180"
"4070","34","1","104"
"4071","34","1","308"
"4072","34","1","338"
"4073","34","1","252"
"4074","34","1","303"
"4075","34","1","273"
"4076","34","1","360"
"4077","34","1","374"
"4078","34","1","193"
"4079","34","1","313"
"4080","34","1","345"
"4081","34","1","338"
"4082","34","1","368"
"4083","34","1","254"
"4084","34","1","362"
"4086","34","1","300"
"4085","34","1","371"
"4087","34","1","343"
"4088","34","1","295"
"4089","34","1","382"
"4090","34","1","360"
"4091","34","1","325"
"4093","34","1","367"
"4092","34","1","352"
"4094","34","1","214"
"4095","34","1","167"
"4096","34","1","290"
"4097","34","1","341"
"4098","34","1","73"
"4099","34","1","329"
"4100","34","1","249"
"4101","34","1","99"
"4102","34","1","351"
"4103","34","1","373"
"4104","34","1","372"
"4105","34","1","162"
"4106","34","1","129"
"4107","34","1","300"
"4108","34","1","269"
"4109","34","1","376"
"4111","34","1","177"
"4110","34","1","176"
"4112","34","1","301"
"4113","34","1","277"
"4114","34","1","332"
"4115","34","1","373"
"4116","34","1","300"
"4117","34","1","356"
"4118","34","1","102"
"4119","34","1","380"
"4120","34","1","318"
"4121","34","1","266"
"4122","34","1","365"
"4123","34","1","361"
"4124","34","1","263"
"4125","34","1","368"
"4127","34","1","251"
"4126","34","1","159"
"4128","34","1","336"
"4129","34","1","277"
"4130","34","1","279"
"4131","34","1","255"
"4132","34","1","383"
"4133","34","1","289"
"4135","34","1","349"
"4134","34","1","352"
"4136","34","1","298"
"4137","34","1","361"
"4138","34","1","352"
"4139","34","1","336"
"4140","34","1","344"
"4141","34","1","365"
"4142","34","1","367"
"4143","34","1","301"
"4144","34","1","273"
"4145","34","1","248"
"4146","34","1","353"
"4147","34","1","345"
"4148","34","1","201"
"4149","34","1","309"
"4150","34","1","261"
"4151","34","1","337"
"4152","34","1","309"
"4153","34","1","372"
"4154","34","1","339"
"4155","34","1","206"
"4156","34","1","300"
"4157","34","1","331"
"4158","34","1","354"
"4159","34","1","287"
"4160","34","1","263"
"4161","34","1","323"
"4162","34","1","336"
"4163","34","1","386"
"4164","34","1","394"
"4165","34","1","371"
"4166","34","1","365"
"4167","34","1","284"
"4168","34","1","351"
"4169","34","1","319"
"4170","34","1","367"
"4171","34","1","258"
"4172","34","1","256"
"4173","34","1","258"
"4174","34","1","215"
"4175","34","1","329"
"4176","34","1","332"
"4177","34","1","240"
"4178","34","1","364"
"4179","34","1","379"
"4180","34","1","351"
"4181","34","1","401"
"4182","34","1","316"
"4183","34","1","267"
"4184","34","1","378"
"4185","34","1","222"
"4186","34","1","352"
"4187","34","1","356"
"4188","34","1","350"
"4189","34","1","359"
"4190","34","1","262"
"4191","34","1","332"
"4192","34","1","247"
"4193","34","1","354"
"4194","34","1","356"
"4195","34","1","275"
"4196","34","1","354"
"4197","34","1","213"
"4198","34","1","342"
"4199","34","1","379"
"4200","34","1","274"
"4201","34","1","298"
"4202","34","1","363"
"4203","34","1","307"
"4204","34","1","320"
"4205","34","1","344"
"4206","34","1","291"
"4207","34","1","325"
"4208","34","1","345"
"4209","34","1","333"
"4210","34","1","348"
"4211","34","1","321"
"4212","34","1","319"
"4213","34","1","173"
"4214","34","1","357"
"4215","34","1","361"
"4216","34","1","360"
"4217","34","1","346"
"4218","34","1","179"
"4219","34","1","223"
"4220","34","1","261"
"4221","34","1","353"
"4222","34","1","348"
"4223","34","1","265"
"4224","34","1","180"
"4225","34","1","225"
"4226","34","1","245"
"4227","34","1","100"
"4228","34","1","244"
"4229","34","1","179"
"4230","34","1","313"
"4231","34","1","195"
"4232","34","1","300"
"4233","34","1","337"
"4234","34","1","291"
"4235","34","1","271"
"4236","34","1","249"
"4237","34","1","303"
"4238","34","1","200"
"4239","34","1","336"
"4240","34","1","363"
"4241","34","1","292"
"4242","34","1","285"
"4243","34","1","363"
"4244","34","1","294"
"4245","34","1","228"
"4246","34","1","351"
"4247","34","1","322"
"4248","34","1","303"
"4249","34","1","333"
"4250","34","1","329"
"4251","34","1","241"
"4252","34","1","204"
"4253","34","1","105"
"4254","34","1","306"
"4255","34","1","359"
"4256","34","1","350"
"4257","34","1","130"
"4258","34","1","387"
"4259","34","1","330"
"4260","34","1","322"
"4261","34","1","340"
"4262","34","1","316"
"4263","34","1","353"
"4264","34","1","347"
"4265","34","1","317"
"4266","34","1","349"
"4267","34","1","368"
"4268","34","1","179"
"4269","34","1","231"
"4270","34","1","212"
"4271","34","1","373"
"4272","34","1","275"
"4273","34","1","313"
"4274","34","1","342"
"4275","34","1","131"
"4276","34","1","332"
"4277","34","1","338"
"4278","34","1","358"
"4279","34","1","379"
"4280","34","1","290"
"4281","34","1","340"
"4282","34","1","369"
"4283","34","1","303"
"4284","34","1","333"
"4285","34","1","244"
"4286","34","1","207"
"4287","34","1","193"
"4288","34","1","210"
"4289","34","1","121"
"4290","34","1","347"
"4291","34","1","358"
"4292","34","1","350"
"4293","34","1","325"
"4294","34","1","178"
"4295","34","1","335"
"4296","34","1","341"
"4297","34","1","342"
"4298","34","1","86"
"4299","34","1","346"
"4300","34","1","345"
"4301","34","1","228"
"4302","34","1","359"
"4303","34","1","343"
"4304","34","1","369"
"4305","34","1","329"
"4306","34","1","344"
"4307","34","1","351"
"4308","34","1","385"
"4309","34","1","344"
"4310","34","1","348"
"4311","34","1","225"
"4312","34","1","199"
"4313","34","1","345"
"4314","34","1","225"
"4315","34","1","215"
"4316","34","1","213"
"4317","34","1","321"
"4318","34","1","315"
"4319","34","1","328"
"4321","34","1","171"
"4320","34","1","359"
"4322","34","1","379"
"4323","34","1","352"
"4324","34","1","305"
"4325","34","1","351"
"4326","34","1","320"
"4327","34","1","239"
"4328","34","1","158"
"4329","34","1","197"
"4330","34","1","324"
"4331","34","1","382"
"4332","34","1","350"
"4333","34","1","360"
"4334","34","1","349"
"4335","34","1","288"
"4336","34","1","298"
"4337","34","1","226"
"4338","34","1","398"
"4339","34","1","290"
"4340","34","1","345"
"4341","34","1","312"
"4342","34","1","342"
"4343","34","1","336"
"4344","34","1","275"
"4345","34","1","321"
"4346","34","1","386"
"4347","34","1","366"
"4348","34","1","342"
"4349","34","1","236"
"4350","34","1","226"
"4351","34","1","280"
"4352","34","1","333"
"4353","34","1","311"
"4354","34","1","346"
"4355","34","1","371"
"4356","34","1","314"
"4357","34","1","280"
"4358","34","1","332"
"4359","34","1","344"
"4360","34","1","258"
"4361","34","1","343"
"4362","34","1","172"
"4363","34","1","327"
"4364","34","1","334"
"4365","34","1","353"
"4366","34","1","248"
"4367","34","1","341"
"4368","34","1","353"
"4369","34","1","344"
"4370","34","1","259"
"4371","34","1","265"
"4372","34","1","371"
"4373","34","1","356"
"4374","34","1","326"
"4375","34","1","331"
"4376","34","1","371"
"4377","34","1","218"
"4378","34","1","340"
"4379","34","1","237"
"4380","34","1","307"
"4381","34","1","364"
"4383","34","1","334"
"4382","34","1","229"
"4384","34","1","360"
"4385","34","1","301"
"4386","34","1","284"
"4387","34","1","348"
"4388","34","1","349"
"4389","34","1","292"
"4390","34","1","272"
"4391","34","1","372"
"4392","34","1","321"
"4393","34","1","356"
"4394","34","1","357"
"4395","34","1","345"
"4396","34","1","362"
"4397","34","1","362"
"4398","34","1","355"
"4399","34","1","343"
"4400","34","1","292"
"4401","34","1","185"
"4402","34","1","313"
"4403","34","1","284"
"4404","34","1","321"
"4405","34","1","174"
"4406","34","1","345"
"4407","34","1","380"
"4408","34","1","300"
"4409","34","1","248"
"4410","34","1","304"
"4411","34","1","346"
"4412","34","1","315"
"4413","34","1","311"
"4414","34","1","199"
"4415","34","1","351"
"4416","34","1","385"
"4417","34","1","351"
"4418","34","1","364"
"4419","34","1","353"
"4420","34","1","255"
"4421","34","1","379"
"4422","34","1","230"
"4423","34","1","225"
"4424","34","1","307"
"4425","34","1","301"
"4426","34","1","186"
"4427","34","1","324"
"4428","34","1","356"
"4429","34","1","330"
"4430","34","1","292"
"4431","34","1","356"
"4432","34","1","386"
"4433","34","1","328"
"4434","34","1","362"
"4435","34","1","369"
"4436","34","1","334"
"4437","34","1","260"
"4438","34","1","109"
"4439","34","1","96"
"4440","34","1","372"
"4441","34","1","294"
"4442","34","1","314"
"4443","34","1","341"
"4444","34","1","348"
"4445","34","1","170"
"4446","34","1","215"
"4447","34","1","282"
"4448","34","1","119"
"4449","34","1","328"
"4450","34","1","371"
"4451","34","1","376"
"4453","34","1","340"
"4452","34","1","315"
"4454","34","1","261"
"4455","34","1","308"
"4456","34","1","343"
"4457","34","1","342"
"4458","34","1","294"
"4459","34","1","230"
"4460","34","1","325"
"4461","34","1","161"
"4462","34","1","347"
"4463","34","1","315"
"4464","34","1","343"
"4465","34","1","306"
"4466","34","1","252"
"4467","34","1","344"
"4468","34","1","221"
"4469","34","1","373"
"4470","34","1","357"
"4471","34","1","371"
"4472","34","1","299"
"4473","34","1","160"
"4474","34","1","376"
"4475","34","1","271"
"4476","34","1","351"
"4477","34","1","182"
"4478","34","1","341"
"4479","34","1","306"
"4480","34","1","291"
"4481","34","1","273"
"4482","34","1","358"
"4483","34","1","350"
"4484","34","1","278"
"4485","34","1","231"
"4486","34","1","330"
"4487","34","1","338"
"4488","34","1","372"
"4489","34","1","372"
"4490","34","1","308"
"4491","34","1","276"
"4492","34","1","162"
"4493","34","1","326"
"4494","34","1","361"
"4495","34","1","350"
"4496","34","1","245"
"4497","34","1","250"
"4498","34","1","324"
"4499","34","1","345"
"4500","34","1","219"
"4501","34","1","382"
"4502","34","1","324"
"4503","34","1","349"
"4504","34","1","211"
"4505","34","1","318"
"4506","34","1","374"
"4507","34","1","351"
"4508","34","1","303"
"4509","34","1","327"
"4510","34","1","389"
"4511","34","1","330"
"4512","34","1","340"
"4513","34","1","175"
"4514","34","1","103"
"4515","34","1","301"
"4516","34","1","367"
"4517","34","1","267"
"4518","34","1","333"
"4519","34","1","225"
"4520","34","1","371"
"4521","34","1","344"
"4522","34","1","343"
"4523","34","1","379"
"4524","34","1","354"
"4525","34","1","304"
"4526","34","1","370"
"4527","34","1","346"
"4528","34","1","234"
"4529","34","1","371"
"4530","34","1","371"
"4531","34","1","317"
"4532","34","1","313"
"4533","34","1","311"
"4534","34","1","363"
"4535","34","1","345"
"4536","34","1","274"
"4537","34","1","351"
"4538","34","1","334"
"4539","34","1","344"
"4540","34","1","277"
"4541","34","1","309"
"4542","34","1","379"
"4543","34","1","339"
"4544","34","1","242"
"4545","34","1","370"
"4546","34","1","342"
"4547","34","1","366"
"4548","34","1","359"
"4549","34","1","366"
"4550","34","1","346"
"4551","34","1","352"
"4552","34","1","344"
"4553","34","1","365"
"4554","34","1","359"
"4555","34","1","294"
"4556","34","1","335"
"4557","34","1","361"
"4558","34","1","311"
"4559","34","1","308"
"4560","34","1","326"
"4561","34","1","346"
"4562","34","1","188"
"4563","34","1","345"
"4564","34","1","364"
"4565","34","1","136"
"4566","34","1","297"
"4567","34","1","233"
"4568","34","1","200"
"4569","34","1","372"
"4570","34","1","365"
"4571","34","1","273"
"4572","34","1","365"
"4573","34","1","381"
"4574","34","1","372"
"4575","34","1","340"
"4576","34","1","273"
"4577","34","1","345"
"4578","34","1","381"
"4579","34","1","242"
"4580","34","1","278"
"4581","34","1","217"
"4582","34","1","329"
"4583","34","1","263"
"4584","34","1","367"
"4585","34","1","295"
"4586","34","1","308"
"4587","34","1","353"
"4588","34","1","284"
"4589","34","1","336"
"4590","34","1","215"
"4591","34","1","91"
"4592","34","1","310"
"4593","34","1","269"
"4594","34","1","362"
"4595","34","1","344"
"4596","34","1","294"
"4597","34","1","385"
"4598","34","1","268"
"4599","34","1","366"
"4600","34","1","361"
"4601","34","1","108"
"4602","34","1","298"
"4603","34","1","283"
"4604","34","1","361"
"4605","34","1","169"
"4606","34","1","323"
"4607","34","1","341"
"4608","34","1","332"
"4609","34","1","332"
"4610","34","1","269"
"4611","34","1","264"
"4612","34","1","348"
"4613","34","1","329"
"4614","34","1","351"
"4615","34","1","307"
"4616","34","1","371"
"4618","34","1","329"
"4617","34","1","378"
"4619","34","1","313"
"4621","34","1","342"
"4620","34","1","174"
"4622","34","1","353"
"4623","34","1","360"
"4624","34","1","338"
"4625","34","1","357"
"4626","34","1","90"
"4627","34","1","281"
"4628","34","1","340"
"4629","34","1","341"
"4630","34","1","356"
"4631","34","1","94"
"4632","34","1","240"
"4633","34","1","198"
"4634","34","1","240"
"4635","34","1","296"
"4636","34","1","166"
"4637","34","1","357"
"4638","34","1","339"
"4639","34","1","394"
"4640","34","1","335"
"4641","34","1","67"
"4642","34","1","221"
"4643","34","1","228"
"4644","34","1","299"
"4645","34","1","333"
"4646","34","1","358"
"4647","34","1","342"
"4648","34","1","200"
"4649","34","1","246"
"4650","34","1","109"
"4651","34","1","271"
"4652","34","1","365"
"4653","34","1","343"
"4654","34","1","313"
"4655","34","1","327"
"4656","34","1","293"
"4657","34","1","285"
"4658","34","1","208"
"4659","34","1","381"
"4660","34","1","308"
"4661","34","1","321"
"4662","34","1","361"
"4663","34","1","362"
"4664","34","1","217"
"4665","34","1","373"
"4666","34","1","341"
"4667","34","1","348"
"4668","34","1","192"
"4669","34","1","346"
"4670","34","1","371"
"4671","34","1","138"
"4672","34","1","62"
"4673","34","1","367"
"4674","34","1","340"
"4675","34","1","189"
"4676","34","1","360"
"4677","34","1","347"
"4678","34","1","181"
"4679","34","1","333"
"4680","34","1","328"
"4681","34","1","279"
"4682","34","1","360"
"4683","34","1","155"
"4684","34","1","327"
"4685","34","1","158"
"4686","34","1","275"
"4687","34","1","347"
"4688","34","1","350"
"4689","34","1","305"
"4690","34","1","343"
"4691","34","1","337"
"4692","34","1","385"
"4693","34","1","392"
"4694","34","1","132"
"4695","34","1","345"
"4696","34","1","354"
"4697","34","1","293"
"4698","34","1","353"
"4699","34","1","339"
"4700","34","1","320"
"4701","34","1","294"
"4702","34","1","384"
"4703","34","1","302"
"4704","34","1","144"
"4705","34","1","237"
"4706","34","1","260"
"4707","34","1","361"
"4708","34","1","366"
"4709","34","1","350"
"4710","34","1","369"
"4711","34","1","344"
"4712","34","1","341"
"4713","34","1","322"
"4714","34","1","291"
"4715","34","1","332"
"4716","34","1","329"
"4717","34","1","334"
"4718","34","1","361"
"4719","34","1","329"
"4720","34","1","137"
"4721","34","1","336"
"4722","34","1","255"
"4723","34","1","265"
"4724","34","1","377"
"4725","34","1","348"
"4726","34","1","361"
"4727","34","1","125"
"4728","34","1","334"
"4729","34","1","338"
"4730","34","1","343"
"4731","34","1","271"
"4732","34","1","80"
"4733","34","1","344"
"4734","34","1","388"
"4735","34","1","336"
"4736","34","1","310"
"4737","34","1","176"
"4738","34","1","200"
"4739","34","1","351"
"4740","34","1","335"
"4741","34","1","320"
"4742","34","1","301"
"4743","34","1","314"
"4744","34","1","318"
"4745","34","1","375"
"4746","34","1","333"
"4747","34","1","357"
"4748","34","1","284"
"4749","34","1","334"
"4750","34","1","334"
"4751","34","1","369"
"4752","34","1","241"
"4753","34","1","389"
"4754","34","1","124"
"4755","34","1","249"
"4756","34","1","329"
"4757","34","1","198"
"4758","34","1","353"
"4759","34","1","267"
"4760","34","1","371"
"4761","34","1","362"
"4762","34","1","346"
"4763","34","1","251"
"4764","34","1","372"
"4765","34","1","354"
"4766","34","1","350"
"4767","34","1","145"
"4768","34","1","295"
"4769","34","1","346"
"4770","34","1","345"
"4771","34","1","331"
"4772","34","1","122"
"4773","34","1","324"
"4774","34","1","314"
"4775","34","1","274"
"4776","34","1","290"
"4777","34","1","254"
"4778","34","1","329"
"4779","34","1","416"
"4780","34","1","227"
"4781","34","1","357"
"4782","34","1","238"
"4783","34","1","317"
"4784","34","1","248"
"4785","34","1","356"
"4786","34","1","206"
"4787","34","1","312"
"4788","34","1","362"
"4789","34","1","341"
"4790","34","1","234"
"4791","34","1","345"
"4792","34","1","340"
"4793","34","1","177"
"4794","34","1","224"
"4795","34","1","158"
"4796","34","1","264"
"4797","34","1","349"
"4798","34","1","366"
"4799","34","1","225"
"4800","34","1","356"
"4801","34","1","345"
"4802","34","1","188"
"4803","34","1","300"
"4804","34","1","357"
"4805","34","1","336"
"4806","34","1","325"
"4807","34","1","267"
"4808","34","1","348"
"4809","34","1","377"
"4810","34","1","282"
"4811","34","1","328"
"4812","34","1","282"
"4813","34","1","367"
"4814","34","1","258"
"4815","34","1","323"
"4816","34","1","366"
"4817","34","1","152"
"4818","34","1","323"
"4819","34","1","319"
"4820","34","1","319"
"4821","34","1","332"
"4822","34","1","246"
"4823","34","1","151"
"4824","34","1","349"
"4825","34","1","340"
"4826","34","1","209"
"4827","34","1","315"
"4829","34","1","332"
"4828","34","1","176"
"4830","34","1","339"
"4831","34","1","330"
"4832","34","1","214"
"4833","34","1","199"
"4834","34","1","372"
"4835","34","1","139"
"4837","34","1","268"
"4836","34","1","345"
"4838","34","1","265"
"4839","34","1","328"
"4840","34","1","298"
"4841","34","1","368"
"4842","34","1","345"
"4843","34","1","327"
"4845","34","1","321"
"4844","34","1","247"
"4846","34","1","352"
"4847","34","1","313"
"4848","34","1","373"
"4849","34","1","321"
"4850","34","1","278"
"4852","34","1","285"
"4851","34","1","371"
"4853","34","1","370"
"4854","34","1","304"
"4855","34","1","341"
"4856","34","1","327"
"4857","34","1","323"
"4858","34","1","336"
"4860","34","1","366"
"4859","34","1","375"
"4861","34","1","310"
"4862","34","1","318"
"4863","34","1","348"
"4864","34","1","231"
"4865","34","1","348"
"4866","34","1","350"
"4868","34","1","270"
"4867","34","1","153"
"4869","34","1","370"
"4870","34","1","368"
"4871","34","1","273"
"4872","34","1","257"
"4873","34","1","310"
"4874","34","1","342"
"4875","34","1","343"
"4876","34","1","344"
"4877","34","1","232"
"4878","34","1","343"
"4879","34","1","313"
"4880","34","1","297"
"4881","34","1","335"
"4882","34","1","315"
"4884","34","1","202"
"4883","34","1","370"
"4885","34","1","355"
"4886","34","1","381"
"4887","34","1","173"
"4888","34","1","151"
"4889","34","1","253"
"4890","34","1","355"
"4892","34","1","367"
"4891","34","1","189"
"4893","34","1","351"
"4894","34","1","282"
"4895","34","1","367"
"4896","34","1","378"
"4897","34","1","344"
"4898","34","1","281"
"4899","34","1","351"
"4900","34","1","241"
"4901","34","1","197"
"4902","34","1","322"
"4903","34","1","224"
"4904","34","1","346"
"4905","34","1","244"
"4906","34","1","288"
"4907","34","1","227"
"4908","34","1","222"
"4909","34","1","364"
"4910","34","1","82"
"4911","34","1","238"
"4912","34","1","395"
"4913","34","1","348"
"4914","34","1","316"
"4915","34","1","332"
"4916","34","1","206"
"4917","34","1","314"
"4918","34","1","332"
"4919","34","1","368"
"4920","34","1","310"
"4921","34","1","360"
"4922","34","1","373"
"4923","34","1","283"
"4924","34","1","298"
"4925","34","1","381"
"4926","34","1","379"
"4927","34","1","207"
"4928","34","1","359"
"4929","34","1","336"
"4930","34","1","287"
"4931","34","1","324"
"4932","34","1","321"
"4933","34","1","140"
"4934","34","1","264"
"4935","34","1","331"
"4936","34","1","295"
"4937","34","1","352"
"4938","34","1","346"
"4939","34","1","354"
"4940","34","1","308"
"4941","34","1","386"
"4942","34","1","327"
"4943","34","1","259"
"4944","34","1","275"
"4945","34","1","349"
"4946","34","1","138"
"4948","34","1","325"
"4947","34","1","326"
"4949","34","1","349"
"4950","34","1","289"
"4951","34","1","321"
"4952","34","1","355"
"4953","34","1","352"
"4954","34","1","340"
"4956","34","1","226"
"4955","34","1","186"
"4957","34","1","343"
"4958","34","1","186"
"4959","34","1","329"
"4960","34","1","377"
"4961","34","1","342"
"4962","34","1","147"
"4963","34","1","383"
"4964","34","1","319"
"4965","34","1","295"
"4966","34","1","160"
"4967","34","1","295"
"4968","34","1","332"
"4969","34","1","317"
"4970","34","1","268"
"4971","34","1","298"
"4972","34","1","295"
"4973","34","1","308"
"4974","34","1","357"
"4975","34","1","234"
"4976","34","1","331"
"4977","34","1","374"
"4978","34","1","285"
"4980","34","1","312"
"4979","34","1","281"
"4981","34","1","201"
"4982","34","1","345"
"4983","34","1","353"
"4984","34","1","342"
"4985","34","1","360"
"4986","34","1","362"
"4987","34","1","356"
"4988","34","1","322"
"4989","34","1","330"
"4990","34","1","221"
"4991","34","1","228"
"4992","34","1","260"
"4993","34","1","349"
"4994","34","1","336"
"4995","34","1","363"
"4996","34","1","357"
"4997","34","1","155"
"4998","34","1","203"
"4999","34","1","380"
"5000","34","1","232"
"5001","36","1","184"
"5002","36","1","205"
"5003","36","1","236"
"5004","36","1","174"
"5005","36","1","377"
"5006","36","1","267"
"5007","36","1","373"
"5008","36","1","262"
"5009","36","1","363"
"5010","36","1","210"
"5011","36","1","328"
"5012","36","1","377"
"5013","36","1","370"
"5014","36","1","73"
"5015","36","1","225"
"5016","36","1","130"
"5017","36","1","257"
"5018","36","1","170"
"5019","36","1","386"
"5020","36","1","129"
"5021","36","1","353"
"5022","36","1","252"
"5023","36","1","376"
"5024","36","1","353"
"5025","36","1","142"
"5026","36","1","258"
"5027","36","1","416"
"5028","36","1","364"
"5029","36","1","359"
"5030","36","1","270"
"5031","36","1","384"
"5032","36","1","249"
"5033","36","1","328"
"5034","36","1","385"
"5035","36","1","319"
"5036","36","1","40"
"5037","36","1","195"
"5038","36","1","335"
"5039","36","1","266"
"5040","36","1","341"
"5041","36","1","179"
"5042","36","1","238"
"5043","36","1","369"
"5044","36","1","172"
"5045","36","1","389"
"5046","36","1","377"
"5047","36","1","369"
"5048","36","1","133"
"5049","36","1","120"
"5050","36","1","315"
"5051","36","1","90"
"5052","36","1","359"
"5053","36","1","276"
"5054","36","1","180"
"5055","36","1","211"
"5056","36","1","161"
"5057","36","1","403"
"5058","36","1","345"
"5059","36","1","97"
"5060","36","1","330"
"5061","36","1","230"
"5062","36","1","326"
"5063","36","1","371"
"5064","36","1","366"
"5065","36","1","125"
"5066","36","1","100"
"5067","36","1","358"
"5068","36","1","58"
"5069","36","1","104"
"5070","36","1","356"
"5071","36","1","278"
"5072","36","1","295"
"5073","36","1","362"
"5074","36","1","128"
"5075","36","1","380"
"5076","36","1","232"
"5077","36","1","272"
"5078","36","1","105"
"5079","36","1","370"
"5080","36","1","376"
"5081","36","1","307"
"5082","36","1","333"
"5083","36","1","118"
"5084","36","1","397"
"5085","36","1","378"
"5086","36","1","359"
"5087","36","1","335"
"5088","36","1","365"
"5089","36","1","366"
"5090","36","1","386"
"5091","36","1","314"
"5092","36","1","37"
"5093","36","1","252"
"5094","36","1","164"
"5095","36","1","387"
"5096","36","1","233"
"5097","36","1","379"
"5098","36","1","383"
"5099","36","1","310"
"5100","36","1","341"
"5101","36","1","198"
"5102","36","1","394"
"5103","36","1","41"
"5104","36","1","204"
"5105","36","1","277"
"5106","36","1","159"
"5107","36","1","351"
"5108","36","1","133"
"5109","36","1","183"
"5110","36","1","330"
"5111","36","1","331"
"5112","36","1","193"
"5113","36","1","100"
"5114","36","1","50"
"5115","36","1","100"
"5116","36","1","369"
"5117","36","1","199"
"5118","36","1","356"
"5119","36","1","106"
"5120","36","1","68"
"5121","36","1","351"
"5122","36","1","360"
"5123","36","1","396"
"5124","36","1","250"
"5125","36","1","252"
"5126","36","1","354"
"5127","36","1","370"
"5128","36","1","226"
"5129","36","1","357"
"5130","36","1","298"
"5131","36","1","384"
"5132","36","1","402"
"5133","36","1","316"
"5134","36","1","303"
"5135","36","1","121"
"5136","36","1","402"
"5137","36","1","198"
"5138","36","1","286"
"5139","36","1","370"
"5140","36","1","274"
"5141","36","1","264"
"5142","36","1","375"
"5143","36","1","64"
"5144","36","1","323"
"5145","36","1","362"
"5146","36","1","127"
"5147","36","1","233"
"5148","36","1","379"
"5149","36","1","110"
"5150","36","1","206"
"5151","36","1","348"
"5152","36","1","338"
"5153","36","1","395"
"5154","36","1","286"
"5155","36","1","363"
"5156","36","1","360"
"5157","36","1","322"
"5158","36","1","49"
"5159","36","1","152"
"5160","36","1","152"
"5161","36","1","145"
"5162","36","1","358"
"5163","36","1","378"
"5164","36","1","393"
"5165","36","1","155"
"5166","36","1","241"
"5167","36","1","395"
"5168","36","1","299"
"5169","36","1","264"
"5170","36","1","150"
"5171","36","1","119"
"5172","36","1","149"
"5173","36","1","289"
"5174","36","1","275"
"5175","36","1","371"
"5176","36","1","326"
"5177","36","1","379"
"5178","36","1","224"
"5179","36","1","96"
"5180","36","1","249"
"5181","36","1","171"
"5182","36","1","348"
"5183","36","1","288"
"5184","36","1","337"
"5185","36","1","141"
"5187","36","1","365"
"5186","36","1","99"
"5188","36","1","370"
"5189","36","1","388"
"5190","36","1","158"
"5191","36","1","283"
"5192","36","1","190"
"5193","36","1","261"
"5194","36","1","397"
"5195","36","1","129"
"5196","36","1","134"
"5197","36","1","372"
"5198","36","1","254"
"5199","36","1","340"
"5200","36","1","92"
"5201","36","1","314"
"5202","36","1","246"
"5203","36","1","358"
"5204","36","1","368"
"5205","36","1","304"
"5206","36","1","366"
"5207","36","1","228"
"5208","36","1","309"
"5209","36","1","166"
"5210","36","1","209"
"5211","36","1","76"
"5212","36","1","237"
"5213","36","1","304"
"5214","36","1","89"
"5215","36","1","130"
"5216","36","1","356"
"5217","36","1","376"
"5218","36","1","294"
"5219","36","1","217"
"5220","36","1","268"
"5221","36","1","216"
"5222","36","1","374"
"5223","36","1","376"
"5224","36","1","58"
"5225","36","1","298"
"5226","36","1","350"
"5227","36","1","176"
"5228","36","1","317"
"5229","36","1","236"
"5230","36","1","233"
"5231","36","1","251"
"5232","36","1","370"
"5233","36","1","310"
"5234","36","1","280"
"5235","36","1","150"
"5236","36","1","263"
"5237","36","1","333"
"5238","36","1","353"
"5239","36","1","306"
"5240","36","1","172"
"5241","36","1","359"
"5242","36","1","356"
"5243","36","1","386"
"5244","36","1","267"
"5245","36","1","390"
"5246","36","1","287"
"5247","36","1","32"
"5248","36","1","206"
"5249","36","1","49"
"5250","36","1","45"
"5251","36","1","352"
"5252","36","1","370"
"5253","36","1","392"
"5254","36","1","379"
"5255","36","1","362"
"5256","36","1","351"
"5257","36","1","380"
"5258","36","1","386"
"5260","36","1","354"
"5259","36","1","315"
"5261","36","1","276"
"5262","36","1","114"
"5263","36","1","410"
"5264","36","1","385"
"5265","36","1","352"
"5266","36","1","324"
"5267","36","1","311"
"5268","36","1","183"
"5269","36","1","177"
"5270","36","1","342"
"5271","36","1","374"
"5272","36","1","108"
"5273","36","1","247"
"5274","36","1","109"
"5275","36","1","329"
"5276","36","1","292"
"5277","36","1","91"
"5278","36","1","179"
"5279","36","1","84"
"5280","36","1","419"
"5281","36","1","275"
"5282","36","1","46"
"5283","36","1","366"
"5284","36","1","388"
"5285","36","1","333"
"5286","36","1","333"
"5287","36","1","381"
"5288","36","1","365"
"5289","36","1","379"
"5290","36","1","174"
"5291","36","1","191"
"5292","36","1","400"
