"BehaviorSpace results (NetLogo 6.2.0)"
"ModeloBásico.nlogo"
"clientes-tiendas"
"10/03/2021 15:09:47:619 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-clientes","num-productos","num-tiendas","tam-lista","[step]","ticks"
"754","8","6","2","4","3723","3723"
"757","8","6","2","4","5540","5540"
"758","8","6","2","4","3547","3547"
"756","8","6","2","4","5168","5168"
"752","8","6","2","4","6411","6411"
"755","8","6","2","4","6745","6745"
"751","8","6","2","4","5451","5451"
"753","8","6","2","4","8434","8434"
"759","8","6","2","4","3769","3769"
"766","8","6","2","4","3252","3252"
"760","8","6","2","4","6001","6001"
"764","8","6","2","4","5578","5578"
"765","8","6","2","4","5878","5878"
"767","8","6","2","4","3235","3235"
"761","8","6","2","4","7237","7237"
"763","8","6","2","4","7428","7428"
"768","8","6","2","4","4741","4741"
"762","8","6","2","4","10453","10453"
"771","8","6","2","4","5724","5724"
"769","8","6","2","4","9215","9215"
"772","8","6","2","4","5035","5035"
"775","8","6","2","4","4750","4750"
"773","8","6","2","4","5978","5978"
"770","8","6","2","4","9979","9979"
"776","8","6","2","4","3474","3474"
"779","8","6","2","4","4021","4021"
"780","8","6","2","4","2972","2972"
"777","8","6","2","4","5099","5099"
"783","8","6","2","4","3412","3412"
"778","8","6","2","4","5432","5432"
"774","8","6","2","4","9042","9042"
"781","8","6","2","4","2878","2878"
"782","8","6","2","4","8105","8105"
"784","8","6","2","4","4333","4333"
"787","8","6","2","4","4045","4045"
"788","8","6","2","4","3312","3312"
"785","8","6","2","4","5907","5907"
"791","8","6","2","4","3981","3981"
"786","8","6","2","4","4815","4815"
"790","8","6","2","4","4315","4315"
"794","8","6","2","4","4754","4754"
"796","8","6","2","4","4348","4348"
"793","8","6","2","4","5641","5641"
"797","8","6","2","4","5270","5270"
"795","8","6","2","4","6463","6463"
"789","8","6","2","4","7818","7818"
"803","8","6","4","4","2037","2037"
"792","8","6","2","4","9727","9727"
"801","8","6","4","4","3547","3547"
"798","8","6","2","4","5342","5342"
"799","8","6","2","4","5733","5733"
"802","8","6","4","4","3221","3221"
"805","8","6","4","4","2100","2100"
"806","8","6","4","4","1539","1539"
"808","8","6","4","4","2365","2365"
"804","8","6","4","4","3794","3794"
"807","8","6","4","4","3156","3156"
"810","8","6","4","4","2170","2170"
"812","8","6","4","4","2501","2501"
"811","8","6","4","4","3692","3692"
"800","8","6","2","4","9840","9840"
"809","8","6","4","4","3785","3785"
"814","8","6","4","4","2059","2059"
"818","8","6","4","4","1930","1930"
"815","8","6","4","4","2761","2761"
"813","8","6","4","4","3777","3777"
"816","8","6","4","4","3650","3650"
"817","8","6","4","4","3067","3067"
"821","8","6","4","4","2344","2344"
"825","8","6","4","4","1587","1587"
"822","8","6","4","4","2680","2680"
"819","8","6","4","4","3914","3914"
"820","8","6","4","4","3542","3542"
"826","8","6","4","4","1738","1738"
"824","8","6","4","4","3612","3612"
"830","8","6","4","4","1628","1628"
"827","8","6","4","4","2009","2009"
"823","8","6","4","4","5085","5085"
"831","8","6","4","4","1918","1918"
"829","8","6","4","4","2489","2489"
"828","8","6","4","4","2768","2768"
"834","8","6","4","4","2011","2011"
"835","8","6","4","4","2773","2773"
"837","8","6","4","4","3124","3124"
"838","8","6","4","4","2255","2255"
"833","8","6","4","4","3371","3371"
"832","8","6","4","4","4838","4838"
"836","8","6","4","4","3127","3127"
"839","8","6","4","4","2664","2664"
"840","8","6","4","4","3284","3284"
"843","8","6","4","4","1525","1525"
"846","8","6","4","4","2674","2674"
"842","8","6","4","4","2513","2513"
"845","8","6","4","4","2889","2889"
"844","8","6","4","4","3221","3221"
"849","8","6","4","4","1628","1628"
"847","8","6","4","4","3204","3204"
"848","8","6","4","4","2187","2187"
"841","8","6","4","4","2462","2462"
"851","8","6","6","4","1494","1494"
"853","8","6","6","4","1138","1138"
"852","8","6","6","4","1949","1949"
"854","8","6","6","4","1403","1403"
"856","8","6","6","4","1737","1737"
"858","8","6","6","4","1751","1751"
"857","8","6","6","4","2600","2600"
"855","8","6","6","4","1737","1737"
"859","8","6","6","4","1412","1412"
"860","8","6","6","4","1360","1360"
"850","8","6","4","4","4357","4357"
"861","8","6","6","4","2119","2119"
"865","8","6","6","4","840","840"
"862","8","6","6","4","2006","2006"
"866","8","6","6","4","1418","1418"
"863","8","6","6","4","2643","2643"
"867","8","6","6","4","1761","1761"
"864","8","6","6","4","2022","2022"
"870","8","6","6","4","1264","1264"
"868","8","6","6","4","2153","2153"
"872","8","6","6","4","722","722"
"871","8","6","6","4","2435","2435"
"869","8","6","6","4","3890","3890"
"874","8","6","6","4","1458","1458"
"878","8","6","6","4","1553","1553"
"873","8","6","6","4","2503","2503"
"879","8","6","6","4","1887","1887"
"876","8","6","6","4","2630","2630"
"880","8","6","6","4","1502","1502"
"875","8","6","6","4","2659","2659"
"883","8","6","6","4","1674","1674"
"884","8","6","6","4","1462","1462"
"882","8","6","6","4","1648","1648"
"877","8","6","6","4","1898","1898"
"887","8","6","6","4","1132","1132"
"881","8","6","6","4","2608","2608"
"885","8","6","6","4","1890","1890"
"886","8","6","6","4","1881","1881"
"889","8","6","6","4","1547","1547"
"888","8","6","6","4","2545","2545"
"893","8","6","6","4","1353","1353"
"894","8","6","6","4","1547","1547"
"891","8","6","6","4","2014","2014"
"892","8","6","6","4","1569","1569"
"890","8","6","6","4","1980","1980"
"895","8","6","6","4","1730","1730"
"896","8","6","6","4","2453","2453"
"902","8","6","8","4","1265","1265"
"897","8","6","6","4","1920","1920"
"899","8","6","6","4","1510","1510"
"900","8","6","6","4","1817","1817"
"898","8","6","6","4","2247","2247"
"901","8","6","8","4","1592","1592"
"904","8","6","8","4","839","839"
"903","8","6","8","4","1477","1477"
"905","8","6","8","4","993","993"
"906","8","6","8","4","1399","1399"
"911","8","6","8","4","1006","1006"
"907","8","6","8","4","1341","1341"
"908","8","6","8","4","1595","1595"
"910","8","6","8","4","1220","1220"
"912","8","6","8","4","2358","2358"
"909","8","6","8","4","2153","2153"
"915","8","6","8","4","1455","1455"
"914","8","6","8","4","1688","1688"
"917","8","6","8","4","1379","1379"
"913","8","6","8","4","1818","1818"
"921","8","6","8","4","749","749"
"922","8","6","8","4","897","897"
"919","8","6","8","4","1570","1570"
"918","8","6","8","4","2262","2262"
"923","8","6","8","4","1278","1278"
"920","8","6","8","4","1331","1331"
"916","8","6","8","4","1797","1797"
"924","8","6","8","4","1405","1405"
"930","8","6","8","4","528","528"
"925","8","6","8","4","1561","1561"
"926","8","6","8","4","1479","1479"
"928","8","6","8","4","2210","2210"
"931","8","6","8","4","1259","1259"
"929","8","6","8","4","1912","1912"
"927","8","6","8","4","2034","2034"
"933","8","6","8","4","1022","1022"
"934","8","6","8","4","1560","1560"
"932","8","6","8","4","1380","1380"
"938","8","6","8","4","1017","1017"
"935","8","6","8","4","1371","1371"
"940","8","6","8","4","963","963"
"936","8","6","8","4","1052","1052"
"939","8","6","8","4","1323","1323"
"942","8","6","8","4","931","931"
"945","8","6","8","4","552","552"
"943","8","6","8","4","1296","1296"
"944","8","6","8","4","1294","1294"
"941","8","6","8","4","1660","1660"
"937","8","6","8","4","2554","2554"
"948","8","6","8","4","800","800"
"947","8","6","8","4","1344","1344"
"949","8","6","8","4","1368","1368"
"950","8","6","8","4","1041","1041"
"955","8","6","10","4","566","566"
"953","8","6","10","4","989","989"
"951","8","6","10","4","1505","1505"
"954","8","6","10","4","1279","1279"
"952","8","6","10","4","1608","1608"
"956","8","6","10","4","978","978"
"946","8","6","8","4","2175","2175"
"957","8","6","10","4","1325","1325"
"959","8","6","10","4","854","854"
"958","8","6","10","4","1061","1061"
"960","8","6","10","4","876","876"
"961","8","6","10","4","1204","1204"
"962","8","6","10","4","1572","1572"
"966","8","6","10","4","697","697"
"968","8","6","10","4","695","695"
"965","8","6","10","4","1334","1334"
"967","8","6","10","4","1416","1416"
"963","8","6","10","4","1503","1503"
"964","8","6","10","4","1338","1338"
"969","8","6","10","4","671","671"
"971","8","6","10","4","534","534"
"970","8","6","10","4","1033","1033"
"972","8","6","10","4","775","775"
"973","8","6","10","4","828","828"
"977","8","6","10","4","796","796"
"974","8","6","10","4","1130","1130"
"978","8","6","10","4","936","936"
"975","8","6","10","4","1342","1342"
"976","8","6","10","4","605","605"
"980","8","6","10","4","955","955"
"984","8","6","10","4","562","562"
"981","8","6","10","4","902","902"
"979","8","6","10","4","1036","1036"
"986","8","6","10","4","726","726"
"987","8","6","10","4","641","641"
"985","8","6","10","4","1004","1004"
"983","8","6","10","4","1505","1505"
"990","8","6","10","4","1135","1135"
"988","8","6","10","4","1379","1379"
"989","8","6","10","4","1699","1699"
"993","8","6","10","4","778","778"
"982","8","6","10","4","977","977"
"994","8","6","10","4","993","993"
"992","8","6","10","4","1783","1783"
"995","8","6","10","4","836","836"
"991","8","6","10","4","1146","1146"
"999","8","6","10","4","608","608"
"1000","8","6","10","4","1142","1142"
"998","8","6","10","4","597","597"
"996","8","6","10","4","1848","1848"
"997","8","6","10","4","1648","1648"
"1001","10","6","2","4","3910","3910"
"1006","10","6","2","4","3346","3346"
"1002","10","6","2","4","7203","7203"
"1004","10","6","2","4","5020","5020"
"1007","10","6","2","4","6825","6825"
"1005","10","6","2","4","8823","8823"
"1003","10","6","2","4","5569","5569"
"1008","10","6","2","4","7564","7564"
"1009","10","6","2","4","6020","6020"
"1010","10","6","2","4","6724","6724"
"1014","10","6","2","4","5387","5387"
"1011","10","6","2","4","8167","8167"
"1012","10","6","2","4","5796","5796"
"1013","10","6","2","4","5441","5441"
"1017","10","6","2","4","5822","5822"
"1016","10","6","2","4","7378","7378"
"1019","10","6","2","4","4432","4432"
"1020","10","6","2","4","5617","5617"
"1023","10","6","2","4","3587","3587"
"1015","10","6","2","4","6248","6248"
"1018","10","6","2","4","7758","7758"
"1021","10","6","2","4","6737","6737"
"1024","10","6","2","4","5164","5164"
"1027","10","6","2","4","3931","3931"
"1025","10","6","2","4","6515","6515"
"1026","10","6","2","4","7677","7677"
"1022","10","6","2","4","9786","9786"
"1030","10","6","2","4","6029","6029"
"1029","10","6","2","4","5462","5462"
"1033","10","6","2","4","4478","4478"
"1028","10","6","2","4","6798","6798"
"1031","10","6","2","4","4748","4748"
"1035","10","6","2","4","4298","4298"
"1034","10","6","2","4","6085","6085"
"1032","10","6","2","4","7142","7142"
"1036","10","6","2","4","4665","4665"
"1037","10","6","2","4","4108","4108"
"1042","10","6","2","4","5369","5369"
"1043","10","6","2","4","5820","5820"
"1041","10","6","2","4","4351","4351"
"1040","10","6","2","4","5861","5861"
"1038","10","6","2","4","12204","12204"
"1039","10","6","2","4","5643","5643"
"1044","10","6","2","4","5669","5669"
"1048","10","6","2","4","4148","4148"
"1045","10","6","2","4","8243","8243"
"1050","10","6","2","4","4791","4791"
"1049","10","6","2","4","6138","6138"
"1052","10","6","4","4","2294","2294"
"1047","10","6","2","4","9787","9787"
"1055","10","6","4","4","1884","1884"
"1053","10","6","4","4","3708","3708"
"1046","10","6","2","4","10496","10496"
"1054","10","6","4","4","2670","2670"
"1056","10","6","4","4","2874","2874"
"1051","10","6","4","4","3980","3980"
"1057","10","6","4","4","2685","2685"
"1059","10","6","4","4","2210","2210"
"1058","10","6","4","4","3697","3697"
"1061","10","6","4","4","3265","3265"
"1060","10","6","4","4","3137","3137"
"1062","10","6","4","4","3628","3628"
"1063","10","6","4","4","2440","2440"
"1065","10","6","4","4","3934","3934"
"1067","10","6","4","4","2528","2528"
"1066","10","6","4","4","5268","5268"
"1068","10","6","4","4","3027","3027"
"1064","10","6","4","4","4237","4237"
"1070","10","6","4","4","1721","1721"
"1071","10","6","4","4","2795","2795"
"1069","10","6","4","4","3647","3647"
"1075","10","6","4","4","1861","1861"
"1074","10","6","4","4","1898","1898"
"1073","10","6","4","4","2890","2890"
"1072","10","6","4","4","3855","3855"
"1076","10","6","4","4","2056","2056"
"1081","10","6","4","4","1985","1985"
"1080","10","6","4","4","2245","2245"
"1077","10","6","4","4","4150","4150"
"1082","10","6","4","4","2689","2689"
"1078","10","6","4","4","3116","3116"
"1079","10","6","4","4","3079","3079"
"1083","10","6","4","4","3161","3161"
"1088","10","6","4","4","2053","2053"
"1086","10","6","4","4","3328","3328"
"1085","10","6","4","4","4411","4411"
"1089","10","6","4","4","2954","2954"
"1084","10","6","4","4","4182","4182"
"1090","10","6","4","4","3734","3734"
"1091","10","6","4","4","3765","3765"
"1092","10","6","4","4","2399","2399"
"1094","10","6","4","4","2277","2277"
"1087","10","6","4","4","6331","6331"
"1093","10","6","4","4","2943","2943"
"1095","10","6","4","4","3365","3365"
"1098","10","6","4","4","1975","1975"
"1102","10","6","6","4","1267","1267"
"1101","10","6","6","4","2322","2322"
"1096","10","6","4","4","2958","2958"
"1103","10","6","6","4","988","988"
"1097","10","6","4","4","4608","4608"
"1099","10","6","4","4","3658","3658"
"1100","10","6","4","4","3773","3773"
"1106","10","6","6","4","1485","1485"
"1108","10","6","6","4","1185","1185"
"1104","10","6","6","4","2197","2197"
"1109","10","6","6","4","1768","1768"
"1107","10","6","6","4","1658","1658"
"1105","10","6","6","4","3338","3338"
"1112","10","6","6","4","1283","1283"
"1111","10","6","6","4","2357","2357"
"1113","10","6","6","4","1568","1568"
"1115","10","6","6","4","1674","1674"
"1110","10","6","6","4","2889","2889"
"1117","10","6","6","4","1551","1551"
"1116","10","6","6","4","1640","1640"
"1118","10","6","6","4","1264","1264"
"1114","10","6","6","4","2422","2422"
"1119","10","6","6","4","1517","1517"
"1121","10","6","6","4","1188","1188"
"1123","10","6","6","4","1109","1109"
"1120","10","6","6","4","2313","2313"
"1127","10","6","6","4","1213","1213"
"1122","10","6","6","4","2106","2106"
"1124","10","6","6","4","2425","2425"
"1126","10","6","6","4","1835","1835"
"1125","10","6","6","4","2209","2209"
"1128","10","6","6","4","2355","2355"
"1130","10","6","6","4","1739","1739"
"1132","10","6","6","4","1630","1630"
"1129","10","6","6","4","2959","2959"
"1135","10","6","6","4","2018","2018"
"1131","10","6","6","4","3699","3699"
"1137","10","6","6","4","1385","1385"
"1138","10","6","6","4","1566","1566"
"1139","10","6","6","4","1494","1494"
"1136","10","6","6","4","2330","2330"
"1133","10","6","6","4","2654","2654"
"1134","10","6","6","4","3487","3487"
"1140","10","6","6","4","1347","1347"
"1142","10","6","6","4","1478","1478"
"1141","10","6","6","4","1839","1839"
"1144","10","6","6","4","1899","1899"
"1143","10","6","6","4","2643","2643"
"1148","10","6","6","4","1282","1282"
"1145","10","6","6","4","2528","2528"
"1147","10","6","6","4","1434","1434"
"1149","10","6","6","4","2436","2436"
"1151","10","6","8","4","1205","1205"
"1152","10","6","8","4","1177","1177"
"1150","10","6","6","4","2402","2402"
"1146","10","6","6","4","1373","1373"
"1153","10","6","8","4","1488","1488"
"1155","10","6","8","4","1023","1023"
"1158","10","6","8","4","952","952"
"1157","10","6","8","4","1469","1469"
"1154","10","6","8","4","2459","2459"
"1156","10","6","8","4","2006","2006"
"1161","10","6","8","4","1357","1357"
"1164","10","6","8","4","1338","1338"
"1163","10","6","8","4","1336","1336"
"1162","10","6","8","4","1992","1992"
"1159","10","6","8","4","3181","3181"
"1165","10","6","8","4","1138","1138"
"1166","10","6","8","4","1769","1769"
"1170","10","6","8","4","757","757"
"1169","10","6","8","4","1327","1327"
"1160","10","6","8","4","1341","1341"
"1167","10","6","8","4","1851","1851"
"1172","10","6","8","4","1618","1618"
"1173","10","6","8","4","1132","1132"
"1171","10","6","8","4","1543","1543"
"1168","10","6","8","4","2318","2318"
"1174","10","6","8","4","1735","1735"
"1176","10","6","8","4","1690","1690"
"1175","10","6","8","4","1929","1929"
"1180","10","6","8","4","2213","2213"
"1178","10","6","8","4","1443","1443"
"1179","10","6","8","4","2035","2035"
"1181","10","6","8","4","2000","2000"
"1177","10","6","8","4","2042","2042"
"1184","10","6","8","4","775","775"
"1183","10","6","8","4","1462","1462"
"1187","10","6","8","4","1293","1293"
"1182","10","6","8","4","1503","1503"
"1186","10","6","8","4","1546","1546"
"1185","10","6","8","4","2088","2088"
"1188","10","6","8","4","1514","1514"
"1190","10","6","8","4","982","982"
"1194","10","6","8","4","1057","1057"
"1192","10","6","8","4","1480","1480"
"1189","10","6","8","4","2457","2457"
"1191","10","6","8","4","887","887"
"1196","10","6","8","4","1390","1390"
"1193","10","6","8","4","1559","1559"
"1197","10","6","8","4","1547","1547"
"1195","10","6","8","4","1246","1246"
"1200","10","6","8","4","990","990"
"1201","10","6","10","4","1019","1019"
"1199","10","6","8","4","1423","1423"
"1202","10","6","10","4","943","943"
"1205","10","6","10","4","608","608"
"1203","10","6","10","4","1176","1176"
"1206","10","6","10","4","872","872"
"1208","10","6","10","4","864","864"
"1198","10","6","8","4","1853","1853"
"1207","10","6","10","4","1130","1130"
"1204","10","6","10","4","2632","2632"
"1210","10","6","10","4","1223","1223"
"1209","10","6","10","4","1535","1535"
"1212","10","6","10","4","833","833"
"1211","10","6","10","4","1155","1155"
"1215","10","6","10","4","740","740"
"1213","10","6","10","4","810","810"
"1216","10","6","10","4","1065","1065"
"1217","10","6","10","4","887","887"
"1218","10","6","10","4","1211","1211"
"1214","10","6","10","4","1644","1644"
"1221","10","6","10","4","1141","1141"
"1220","10","6","10","4","1179","1179"
"1219","10","6","10","4","1229","1229"
"1222","10","6","10","4","1237","1237"
"1223","10","6","10","4","946","946"
"1224","10","6","10","4","1141","1141"
"1227","10","6","10","4","958","958"
"1225","10","6","10","4","1567","1567"
"1226","10","6","10","4","1498","1498"
"1229","10","6","10","4","1152","1152"
"1228","10","6","10","4","1071","1071"
"1231","10","6","10","4","1389","1389"
"1234","10","6","10","4","578","578"
"1230","10","6","10","4","1915","1915"
"1233","10","6","10","4","890","890"
"1232","10","6","10","4","1277","1277"
"1237","10","6","10","4","733","733"
"1235","10","6","10","4","1150","1150"
"1239","10","6","10","4","916","916"
"1240","10","6","10","4","711","711"
"1238","10","6","10","4","1467","1467"
"1242","10","6","10","4","1287","1287"
"1241","10","6","10","4","1228","1228"
"1236","10","6","10","4","1618","1618"
"1243","10","6","10","4","777","777"
"1245","10","6","10","4","792","792"
"1244","10","6","10","4","1687","1687"
"1246","10","6","10","4","1356","1356"
"1247","10","6","10","4","1057","1057"
"1248","10","6","10","4","1201","1201"
"1250","10","6","10","4","975","975"
"1249","10","6","10","4","1339","1339"
