"BehaviorSpace results (NetLogo 6.2.0)"
"HelechosCon Infección.nlogo"
"experiment"
"09/02/2021 12:48:46:846 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"2486","30","6","5"
"2492","30","6","20"
"2491","30","6","18"
"2490","30","6","7"
"2493","30","7","14"
"2495","30","6","9"
"2496","30","6","23"
"2494","30","7","10"
"2497","30","7","10"
"2498","30","7","26"
"2499","30","7","37"
"2500","30","7","15"
"2502","30","5","10"
"2505","30","6","56"
"2501","30","6","9"
"2506","30","6","7"
"2503","30","6","31"
"2504","30","6","15"
"2507","30","6","35"
"2508","30","6","5"
"2512","30","6","6"
"2509","30","6","22"
"2511","30","6","31"
"2510","30","7","15"
"2515","30","6","2"
"2513","30","7","10"
"2514","30","6","16"
"2516","30","7","12"
"2517","30","6","9"
"2518","30","7","8"
"2520","30","6","33"
"2521","30","7","17"
"2522","30","7","19"
"2524","30","6","12"
"2523","30","7","10"
"2526","30","6","7"
"2519","30","7","22"
"2527","30","6","26"
"2525","30","7","7"
"2529","30","6","5"
"2528","30","7","26"
"2530","30","6","9"
"2531","30","7","2"
"2532","30","7","10"
"2535","30","5","20"
"2534","30","7","5"
"2536","30","5","18"
"2533","30","6","2"
"2537","30","7","6"
"2539","30","6","10"
"2540","30","8","16"
"2542","30","5","15"
"2538","30","8","6"
"2541","30","8","15"
"2545","30","7","46"
"2544","30","7","54"
"2543","30","7","9"
"2546","30","6","8"
"2547","30","6","3"
"2548","30","8","9"
"2552","30","6","21"
"2550","30","8","34"
"2551","30","6","26"
"2553","30","6","11"
"2549","30","7","34"
"2554","30","7","4"
"2555","30","7","15"
"2557","30","6","29"
"2558","30","7","5"
"2561","30","7","11"
"2562","30","6","13"
"2556","30","9","29"
"2560","30","6","11"
"2559","30","7","10"
"2563","30","6","19"
"2565","30","6","21"
"2568","30","6","1"
"2564","30","8","20"
"2571","30","6","32"
"2570","30","6","8"
"2566","30","6","3"
"2567","30","8","28"
"2569","30","7","12"
"2573","30","7","23"
"2572","30","7","6"
"2576","30","6","12"
"2575","30","7","21"
"2574","30","7","3"
"2577","30","8","12"
"2578","30","7","17"
"2580","30","6","30"
"2579","30","6","4"
"2581","30","6","14"
"2583","30","7","22"
"2582","30","7","20"
"2585","30","7","37"
"2584","30","7","12"
"2587","30","6","15"
"2586","30","7","20"
"2588","30","7","9"
"2589","30","6","29"
"2590","30","6","3"
"2592","30","6","22"
"2591","30","6","15"
"2596","30","6","18"
"2593","30","9","19"
"2595","30","7","19"
"2597","30","7","33"
"2594","30","7","27"
"2598","30","6","5"
"2599","30","7","8"
"2600","30","6","9"
"2604","30","6","29"
"2603","30","6","14"
"2606","30","6","23"
"2601","30","7","16"
"2602","30","6","4"
"2608","30","6","30"
"2605","30","6","25"
"2607","30","6","15"
"2609","30","7","24"
"2611","30","5","8"
"2614","30","6","8"
"2612","30","6","12"
"2610","30","7","8"
"2615","30","7","37"
"2613","30","6","5"
"2617","30","6","11"
"2618","30","6","19"
"2620","30","5","13"
"2616","30","8","16"
"2623","30","6","23"
"2619","30","8","12"
"2622","30","6","22"
"2621","30","6","9"
"2625","30","5","19"
"2624","30","5","12"
"2627","30","7","49"
"2630","30","5","3"
"2628","30","7","3"
"2633","30","6","17"
"2629","30","7","7"
"2632","30","7","9"
"2626","30","8","3"
"2631","30","7","11"
"2635","30","6","18"
"2634","30","7","6"
"2639","30","7","17"
"2637","30","7","21"
"2638","30","6","8"
"2636","30","6","33"
"2640","30","6","13"
"2643","30","6","10"
"2641","30","6","13"
"2642","30","6","20"
"2644","30","7","5"
"2645","30","7","49"
"2646","30","6","17"
"2648","30","6","21"
"2647","30","6","20"
"2649","30","7","21"
"2650","30","7","6"
"2652","30","7","23"
"2651","30","5","9"
"2654","30","6","10"
"2655","30","5","6"
"2653","30","6","10"
"2656","30","7","4"
"2657","30","7","22"
"2660","30","7","18"
"2658","30","7","25"
"2659","30","7","8"
"2661","30","7","16"
"2663","30","6","29"
"2662","30","6","6"
"2664","30","6","13"
"2669","30","6","12"
"2667","30","7","16"
"2668","30","7","17"
"2665","30","7","16"
"2666","30","6","7"
"2671","30","6","23"
"2670","30","7","18"
"2673","30","6","25"
"2674","30","6","15"
"2677","30","6","4"
"2672","30","6","9"
"2676","30","6","26"
"2679","30","7","18"
"2675","30","7","18"
"2678","30","7","28"
"2680","30","5","6"
"2681","30","6","6"
"2682","30","5","6"
"2684","30","6","8"
"2683","30","6","18"
"2686","30","6","8"
"2688","30","6","13"
"2685","30","8","35"
"2689","30","7","3"
"2687","30","7","8"
"2690","30","7","20"
"2691","30","7","36"
"2692","30","6","4"
"2694","30","6","17"
"2693","30","5","14"
"2695","30","7","15"
"2698","30","5","12"
"2697","30","7","26"
"2696","30","7","33"
"2699","30","7","20"
"2700","30","7","32"
"2701","30","7","2"
"2702","30","7","19"
"2703","30","6","4"
"2704","30","6","3"
"2705","30","7","29"
"2706","30","7","8"
"2709","30","5","8"
"2707","30","6","14"
"2712","30","6","18"
"2708","30","6","34"
"2710","30","6","15"
"2713","30","6","18"
"2711","30","7","20"
"2714","30","6","9"
"2716","30","6","16"
"2715","30","6","27"
"2721","30","6","8"
"2720","30","6","10"
"2719","30","6","15"
"2718","30","7","22"
"2722","30","6","19"
"2717","30","7","15"
"2724","30","6","7"
"2723","30","7","8"
"2726","30","6","17"
"2725","30","6","33"
"2730","30","6","21"
"2728","30","6","4"
"2727","30","7","17"
"2729","30","7","5"
"2731","30","6","18"
"2732","30","7","13"
"2733","30","7","21"
"2735","30","7","14"
"2734","30","7","11"
"2738","30","7","6"
"2737","30","6","4"
"2736","30","7","8"
"2739","30","6","14"
"2740","30","7","1"
"2744","30","6","2"
"2743","30","7","4"
"2745","30","6","36"
"2741","30","8","20"
"2742","30","8","24"
"2747","30","6","16"
"2746","30","5","14"
"2748","30","8","13"
"2753","30","6","23"
"2751","30","6","12"
"2749","30","7","17"
"2750","30","7","21"
"2754","30","6","4"
"2752","30","7","11"
"2755","30","6","6"
"2756","30","8","20"
"2757","30","6","5"
"2759","30","6","1"
"2758","30","7","13"
"2760","30","7","22"
"2761","30","5","5"
"2763","30","6","18"
"2762","30","6","10"
"2764","30","8","11"
"2765","30","6","8"
"2768","30","6","43"
"2766","30","7","9"
"2767","30","7","36"
"2769","30","7","11"
"2770","30","6","3"
"2771","30","7","22"
"2772","30","6","14"
"2773","30","6","6"
"2775","30","6","8"
"2774","30","7","18"
"2777","30","6","3"
"2776","30","7","7"
"2779","30","6","22"
"2781","30","7","13"
"2778","30","7","18"
"2780","30","7","23"
"2785","30","6","39"
"2782","30","7","5"
"2784","30","6","32"
"2786","30","6","16"
"2783","30","7","8"
"2787","30","7","25"
"2788","30","7","25"
"2789","30","7","9"
"2791","30","6","26"
"2790","30","6","18"
"2792","30","7","9"
"2794","30","7","13"
"2793","30","6","11"
"2795","30","7","31"
"2798","30","7","25"
"2799","30","7","52"
"2796","30","8","27"
"2800","30","8","29"
"2797","30","7","24"
"2801","30","7","7"
"2802","30","7","19"
"2803","30","7","9"
"2804","30","7","13"
"2805","30","6","2"
"2807","30","7","19"
"2808","30","6","6"
"2806","30","7","7"
"2809","30","6","13"
"2810","30","7","19"
"2811","30","6","50"
"2813","30","7","10"
"2812","30","7","11"
"2817","30","6","37"
"2815","30","6","3"
"2814","30","7","16"
"2816","30","7","16"
"2818","30","6","15"
"2820","30","6","14"
"2821","30","6","29"
"2822","30","7","10"
"2824","30","7","26"
"2819","30","8","3"
"2823","30","6","15"
"2825","30","7","32"
"2826","30","7","19"
"2827","30","8","22"
"2830","30","5","6"
"2828","30","8","24"
"2829","30","7","30"
"2832","30","6","17"
"2833","30","7","2"
"2831","30","7","6"
"2836","30","6","1"
"2834","30","6","20"
"2835","30","6","7"
"2837","30","7","11"
"2838","30","7","6"
"2839","30","6","10"
"2842","30","7","1"
"2843","30","6","23"
"2844","30","5","10"
"2845","30","6","6"
"2841","30","7","22"
"2840","30","8","3"
"2846","30","8","16"
"2847","30","7","10"
"2848","30","6","18"
"2849","30","6","16"
"2852","30","6","2"
"2851","30","6","5"
"2850","30","7","16"
"2853","30","6","2"
"2856","30","6","33"
"2854","30","7","8"
"2855","30","6","12"
"2859","30","6","21"
"2858","30","7","26"
"2857","30","8","21"
"2863","30","6","18"
"2862","30","7","9"
"2860","30","8","2"
"2865","30","7","29"
"2861","30","6","7"
"2864","30","6","23"
"2866","30","6","46"
"2871","30","6","14"
"2868","30","6","21"
"2867","30","7","8"
"2869","30","7","4"
"2870","30","6","1"
"2873","30","7","11"
"2874","30","6","6"
"2872","30","8","32"
"2875","30","7","23"
"2876","30","7","10"
"2877","30","6","14"
"2880","30","6","17"
"2879","30","7","16"
"2878","30","8","3"
"2881","30","6","14"
"2882","30","7","15"
"2883","30","7","8"
"2884","30","6","5"
"2885","30","7","9"
"2887","30","7","11"
"2890","30","6","10"
"2888","30","6","5"
"2889","30","7","28"
"2892","30","7","6"
"2886","30","8","13"
"2891","30","7","20"
"2893","30","7","2"
"2897","30","7","32"
"2895","30","6","11"
"2894","30","7","17"
"2898","30","7","7"
"2900","30","7","22"
"2899","30","7","26"
"2896","30","6","8"
"2901","30","7","8"
"2902","30","7","18"
"2908","30","6","24"
"2906","30","6","7"
"2905","30","6","14"
"2907","30","6","5"
"2903","30","7","14"
"2904","30","7","4"
"2910","30","6","17"
"2909","30","7","9"
"2912","30","6","7"
"2911","30","7","17"
"2916","30","7","7"
"2913","30","7","33"
"2914","30","6","13"
"2918","30","6","5"
"2920","30","8","19"
"2915","30","7","35"
"2919","30","6","40"
"2917","30","7","24"
"2921","30","7","23"
"2924","30","5","1"
"2922","30","8","17"
"2925","30","6","14"
"2923","30","8","23"
"2928","30","6","14"
"2929","30","6","25"
"2926","30","6","16"
"2930","30","6","7"
"2933","30","7","22"
"2934","30","6","45"
"2937","30","6","32"
"2935","30","7","17"
"2938","30","6","9"
"2936","30","6","13"
"2940","30","6","9"
"2939","30","6","23"
"2941","30","5","4"
"2942","30","7","4"
"2945","30","6","17"
"2944","30","7","11"
"2943","30","7","11"
"2946","30","7","15"
"2927","30","6","17"
"2932","30","6","3"
"2949","30","7","9"
"2947","30","7","9"
"2948","30","6","15"
"2931","30","6","14"
"2952","30","5","9"
"2951","30","8","1"
"2950","30","7","10"
"2956","30","6","6"
"2955","30","6","16"
"2954","30","7","15"
"2953","30","7","13"
"2957","30","6","24"
"2958","30","7","17"
"2959","30","6","10"
"2960","30","6","21"
"2962","30","6","29"
"2963","30","6","36"
"2964","30","6","12"
"2961","30","7","14"
"2967","30","6","15"
"2966","30","7","7"
"2965","30","8","7"
"2968","30","6","38"
"2971","30","7","10"
"2972","30","6","2"
"2969","30","7","19"
"2970","30","5","12"
"2973","30","8","21"
"2975","30","6","9"
"2980","30","6","10"
"2976","30","5","19"
"2979","30","6","32"
"2974","30","7","15"
"2977","30","8","12"
"2978","30","6","5"
"2982","30","6","4"
"2981","30","6","4"
"2984","30","6","4"
"2983","30","6","19"
"2988","30","7","6"
"2987","30","7","7"
"2985","30","6","11"
"2986","30","8","45"
"2990","30","7","6"
"2989","30","9","24"
"2991","30","6","26"
"2994","30","6","6"
"2993","30","7","19"
"2995","30","7","14"
"2992","30","7","13"
"2996","30","6","15"
"3000","30","6","18"
"2997","30","6","26"
"2998","30","7","15"
"3004","40","2","1"
"3001","40","3","9"
"2999","30","6","22"
"3003","40","3","12"
"3008","40","2","4"
"3005","40","3","8"
"3002","40","4","13"
"3007","40","3","13"
"3006","40","3","4"
"3009","40","3","13"
"3010","40","3","2"
"3011","40","3","15"
"3016","40","2","17"
"3013","40","3","8"
"3012","40","3","7"
"3014","40","3","20"
"3015","40","3","6"
"3017","40","3","6"
"3019","40","3","11"
"3020","40","3","14"
"3022","40","3","15"
"3018","40","3","13"
"3021","40","3","6"
"3024","40","3","9"
"3026","40","3","9"
"3025","40","3","4"
"3023","40","3","19"
"3029","40","2","2"
"3027","40","3","12"
"3028","40","3","5"
"3032","40","2","9"
"3031","40","3","14"
"3030","40","3","15"
"3033","40","3","6"
"3037","40","3","13"
"3035","40","3","1"
"3036","40","3","8"
"3040","40","2","7"
"3038","40","3","10"
"3034","40","3","7"
"3039","40","3","6"
"3041","40","3","3"
"3044","40","3","7"
"3043","40","3","10"
"3047","40","3","16"
"3042","40","4","10"
"3045","40","4","18"
"3046","40","3","2"
"3051","40","3","18"
"3049","40","3","4"
"3052","40","2","2"
"3048","40","4","5"
"3050","40","3","13"
"3055","40","2","5"
"3053","40","3","7"
"3059","40","3","16"
"3054","40","3","11"
"3056","40","3","14"
"3057","40","3","3"
"3058","40","3","16"
"3060","40","3","8"
"3061","40","2","10"
"3063","40","3","9"
"3062","40","3","17"
"3068","40","3","6"
"3065","40","3","18"
"3064","40","3","16"
"3067","40","3","4"
"3066","40","3","12"
"3069","40","3","4"
"3073","40","3","17"
"3071","40","3","12"
"3072","40","3","11"
"3074","40","2","2"
"3070","40","4","28"
"3076","40","3","5"
"3078","40","2","2"
"3075","40","3","8"
"3077","40","3","20"
"3082","40","3","8"
"3079","40","3","12"
"3081","40","3","10"
"3084","40","3","11"
"3080","40","4","28"
"3083","40","4","27"
"3085","40","4","18"
"3088","40","3","28"
"3087","40","3","2"
"3090","40","2","1"
"3091","40","3","27"
"3086","40","3","9"
"3089","40","3","10"
"3092","40","3","14"
"3093","40","3","12"
"3094","40","3","7"
"3095","40","3","12"
"3096","40","3","12"
"3098","40","3","7"
"3097","40","3","5"
"3103","40","2","7"
"3102","40","3","3"
"3099","40","4","6"
"3100","40","3","20"
"3101","40","3","7"
"3104","40","3","5"
"3108","40","3","22"
"3105","40","3","3"
"3112","40","3","2"
"3106","40","3","7"
"3107","40","4","7"
"3111","40","3","7"
"3109","40","3","5"
"3110","40","3","4"
"3115","40","3","13"
"3114","40","3","13"
"3117","40","3","12"
"3113","40","4","4"
"3116","40","3","5"
"3118","40","3","10"
"3124","40","2","8"
"3119","40","3","5"
"3123","40","3","16"
"3121","40","3","11"
"3125","40","3","7"
"3120","40","3","10"
"3126","40","3","4"
"3129","40","3","10"
"3127","40","3","5"
"3132","40","2","10"
"3130","40","3","17"
"3122","40","4","4"
"3128","40","3","10"
"3134","40","2","1"
"3135","40","3","14"
"3131","40","3","6"
"3133","40","3","6"
"3137","40","3","7"
"3138","40","3","19"
"3141","40","2","3"
"3136","40","3","21"
"3139","40","3","20"
"3140","40","3","5"
"3142","40","3","17"
"3144","40","3","10"
"3147","40","2","6"
"3145","40","3","5"
"3143","40","3","9"
"3146","40","3","25"
"3150","40","2","6"
"3149","40","3","4"
"3152","40","3","18"
"3148","40","4","5"
"3151","40","4","35"
"3153","40","4","9"
"3154","40","3","11"
"3156","40","3","5"
"3160","40","2","12"
"3155","40","3","8"
"3161","40","2","1"
"3162","40","3","15"
"3163","40","3","4"
"3158","40","3","5"
"3157","40","3","2"
"3159","40","3","12"
"3164","40","3","5"
"3165","40","3","12"
"3167","40","3","15"
"3168","40","3","9"
"3166","40","3","23"
"3171","40","3","11"
"3169","40","3","1"
"3172","40","3","4"
"3170","40","3","6"
"3173","40","3","7"
"3174","40","3","4"
"3178","40","3","24"
"3176","40","3","16"
"3182","40","3","11"
"3177","40","2","5"
"3181","40","3","33"
"3183","40","2","2"
"3184","40","3","20"
"3179","40","3","7"
"3175","40","3","5"
"3180","40","2","2"
"3185","40","3","12"
"3192","40","3","9"
"3187","40","3","14"
"3186","40","3","7"
"3188","40","3","13"
"3190","40","3","7"
"3189","40","3","8"
"3191","40","4","31"
"3193","40","2","5"
"3194","40","3","19"
"3195","40","3","8"
"3196","40","3","3"
"3197","40","4","19"
"3198","40","3","12"
"3199","40","3","19"
"3202","40","3","17"
"3200","40","3","15"
"3201","40","3","19"
"3204","40","3","7"
"3207","40","3","19"
"3203","40","3","5"
"3206","40","3","12"
"3205","40","4","1"
"3210","40","3","12"
"3209","40","4","16"
"3211","40","3","7"
"3208","40","3","1"
"3213","40","3","6"
"3212","40","3","12"
"3215","40","3","3"
"3216","40","3","13"
"3214","40","3","12"
"3217","40","3","18"
"3220","40","3","11"
"3219","40","3","8"
"3218","40","3","5"
"3223","40","3","16"
"3221","40","4","13"
"3224","40","2","5"
"3222","40","3","15"
"3225","40","3","9"
"3226","40","3","10"
"3229","40","2","4"
"3228","40","3","19"
"3227","40","4","6"
"3231","40","3","9"
"3230","40","3","11"
"3232","40","3","9"
"3233","40","3","4"
"3235","40","3","8"
"3237","40","3","7"
"3236","40","3","9"
"3234","40","3","7"
"3240","40","3","3"
"3238","40","3","17"
"3239","40","3","12"
"3241","40","3","10"
"3248","40","3","28"
"3247","40","3","8"
"3244","40","3","22"
"3242","40","3","2"
"3243","40","3","7"
"3246","40","3","18"
"3245","40","3","6"
"3252","40","2","7"
"3249","40","3","12"
"3255","40","2","2"
"3250","40","3","6"
"3251","40","3","33"
"3253","40","3","26"
"3256","40","3","12"
"3254","40","3","5"
"3258","40","3","10"
"3257","40","3","2"
"3259","40","3","7"
"3261","40","3","8"
"3260","40","3","4"
"3262","40","3","8"
"3264","40","3","12"
"3263","40","3","12"
"3265","40","3","5"
"3269","40","3","13"
"3268","40","3","9"
"3266","40","4","4"
"3272","40","2","15"
"3274","40","2","1"
"3273","40","3","1"
"3267","40","4","4"
"3270","40","3","13"
"3271","40","3","12"
"3277","40","3","8"
"3276","40","3","10"
"3275","40","3","12"
"3281","40","3","19"
"3278","40","3","13"
"3283","40","3","16"
"3279","40","3","10"
"3282","40","3","11"
"3280","40","3","7"
"3284","40","3","3"
"3285","40","3","7"
"3287","40","3","31"
"3288","40","3","6"
"3290","40","3","5"
"3289","40","4","4"
"3291","40","3","16"
"3293","40","3","3"
"3286","40","3","10"
"3292","40","4","19"
"3294","40","3","9"
"3299","40","2","5"
"3297","40","3","3"
"3296","40","3","26"
"3295","40","4","16"
"3298","40","3","2"
"3302","40","3","15"
"3300","40","3","11"
"3301","40","3","11"
"3303","40","3","21"
"3304","40","3","24"
"3305","40","3","12"
"3308","40","3","9"
"3306","40","3","2"
"3307","40","3","2"
"3311","40","3","11"
"3309","40","3","19"
"3312","40","3","15"
"3310","40","3","9"
"3313","40","3","15"
"3315","40","3","3"
"3318","40","2","12"
"3317","40","3","12"
"3314","40","3","12"
"3316","40","4","11"
"3319","40","3","12"
"3322","40","3","9"
"3320","40","3","8"
"3321","40","3","14"
"3323","40","3","25"
"3324","40","3","20"
"3326","40","3","15"
"3325","40","3","7"
"3329","40","3","21"
"3328","40","3","6"
"3327","40","3","6"
"3330","40","3","18"
"3334","40","2","8"
"3337","40","3","12"
"3333","40","3","10"
"3331","40","4","4"
"3332","40","3","5"
"3335","40","4","11"
"3339","40","3","16"
"3338","40","3","6"
"3336","40","3","3"
"3340","40","3","26"
"3341","40","3","10"
"3343","40","2","1"
"3342","40","3","12"
"3344","40","3","6"
"3345","40","3","14"
"3349","40","3","30"
"3348","40","3","11"
"3346","40","3","13"
"3350","40","3","8"
"3347","40","4","14"
"3352","40","3","21"
"3353","40","3","11"
"3354","40","2","1"
"3355","40","3","15"
"3351","40","3","7"
"3356","40","3","12"
"3357","40","3","19"
"3360","40","2","6"
"3359","40","3","12"
"3358","40","3","23"
"3362","40","3","7"
"3365","40","3","7"
"3364","40","3","26"
"3363","40","3","17"
"3361","40","3","20"
"3367","40","3","6"
"3368","40","2","4"
"3366","40","3","3"
"3369","40","3","16"
"3370","40","3","13"
"3371","40","4","24"
"3372","40","3","11"
"3373","40","3","10"
"3375","40","3","7"
"3374","40","3","3"
"3376","40","3","13"
"3377","40","3","5"
"3381","40","2","4"
"3378","40","3","3"
"3380","40","3","11"
"3383","40","3","10"
"3379","40","3","7"
"3384","40","3","9"
"3382","40","3","12"
"3386","40","3","9"
"3387","40","3","6"
"3385","40","3","2"
"3390","40","3","6"
"3388","40","3","7"
"3392","40","3","15"
"3391","40","3","10"
"3393","40","2","7"
"3389","40","3","13"
"3395","40","3","14"
"3394","40","4","25"
"3396","40","3","5"
"3398","40","3","5"
"3397","40","3","12"
"3400","40","3","12"
"3399","40","3","9"
"3402","40","2","10"
"3401","40","3","9"
"3403","40","3","2"
"3407","40","3","10"
"3408","40","2","4"
"3405","40","3","8"
"3404","40","4","26"
"3409","40","3","20"
"3410","40","3","24"
"3406","40","3","5"
"3413","40","3","12"
"3417","40","3","10"
"3411","40","3","23"
"3414","40","3","11"
"3415","40","3","22"
"3412","40","3","5"
"3416","40","3","4"
"3419","40","3","13"
"3418","40","4","18"
"3420","40","3","5"
"3423","40","3","7"
"3421","40","3","14"
"3422","40","3","9"
"3425","40","3","8"
"3424","40","3","20"
"3426","40","3","23"
"3428","40","3","10"
"3427","40","3","8"
"3430","40","3","10"
"3432","40","3","27"
"3431","40","3","4"
"3429","40","3","6"
"3434","40","3","7"
"3435","40","3","8"
"3433","40","4","7"
"3437","40","3","12"
"3441","40","2","16"
"3438","40","3","10"
"3439","40","3","14"
"3436","40","3","5"
"3442","40","3","6"
"3440","40","3","9"
"3444","40","3","28"
"3443","40","3","2"
"3447","40","3","20"
"3446","40","3","7"
"3445","40","3","15"
"3448","40","3","9"
"3452","40","3","16"
"3449","40","3","15"
"3450","40","3","18"
"3451","40","4","12"
"3453","40","3","10"
"3454","40","3","17"
"3457","40","2","5"
"3456","40","3","8"
"3458","40","3","4"
"3459","40","3","2"
"3462","40","2","9"
"3455","40","3","6"
"3460","40","3","8"
"3463","40","3","19"
"3461","40","3","5"
"3465","40","2","5"
"3464","40","3","5"
"3469","40","3","7"
"3466","40","3","11"
"3471","40","3","14"
"3467","40","3","6"
"3468","40","4","13"
"3472","40","2","9"
"3470","40","3","1"
"3474","40","2","2"
"3475","40","2","12"
"3479","40","2","2"
"3473","40","3","4"
"3476","40","3","9"
"3481","40","3","22"
"3480","40","3","10"
"3477","40","3","4"
"3478","40","3","9"
"3482","40","3","1"
"3484","40","3","18"
"3486","40","3","21"
"3483","40","4","8"
"3487","40","3","5"
"3485","40","3","2"
"3491","40","3","11"
"3488","40","3","3"
"3490","40","3","2"
"3489","40","3","15"
"3493","40","3","13"
"3492","40","3","14"
"3495","40","3","4"
"3494","40","4","28"
"3497","40","3","11"
"3500","40","3","19"
"3496","40","3","2"
"3498","40","3","8"
"3502","40","2","13"
"3499","40","3","2"
"3501","40","3","1"
"3504","40","2","4"
"3503","40","3","29"
"3507","40","2","5"
"3509","40","2","12"
"3505","40","3","4"
"3510","40","3","12"
"3506","40","3","12"
"3511","40","3","11"
"3513","40","2","5"
"3508","40","3","5"
"3515","40","2","8"
"3512","40","3","11"
"3517","40","2","6"
"3514","40","4","15"
"3516","40","3","11"
"3518","40","3","15"
"3520","40","3","12"
"3519","40","3","10"
"3521","40","3","10"
"3524","40","3","21"
"3522","40","3","7"
"3523","40","3","5"
"3525","40","3","8"
"3527","40","3","15"
"3528","40","3","6"
"3526","40","3","11"
"3529","40","3","9"
"3531","40","3","23"
"3530","40","3","2"
"3536","40","2","1"
"3533","40","3","12"
"3532","40","3","10"
"3535","40","3","7"
"3534","40","3","14"
"3540","40","2","3"
"3539","40","3","4"
"3541","40","3","6"
"3543","40","2","2"
"3538","40","3","9"
"3537","40","4","25"
"3545","40","3","5"
"3544","40","3","23"
"3549","40","3","33"
"3547","40","3","13"
"3546","40","4","12"
"3551","40","2","10"
"3542","40","4","18"
"3550","40","3","7"
"3548","40","3","4"
"3552","40","3","6"
"3555","40","3","2"
"3559","40","2","2"
"3553","40","3","6"
"3557","40","3","8"
"3556","40","3","1"
"3554","40","4","12"
"3560","40","3","5"
"3558","40","4","12"
"3561","40","3","9"
"3566","40","2","13"
"3565","40","3","23"
"3567","40","2","13"
"3563","40","3","1"
"3564","40","3","8"
"3562","40","3","6"
"3569","40","2","10"
"3571","40","3","11"
"3568","40","3","8"
"3575","40","3","12"
"3572","40","3","9"
"3570","40","3","7"
"3574","40","3","13"
"3576","40","2","12"
"3573","40","3","2"
"3577","40","3","8"
"3578","40","3","16"
"3582","40","3","11"
"3579","40","3","8"
"3580","40","3","8"
"3583","40","3","4"
"3581","40","4","5"
"3584","40","3","15"
"3586","40","3","26"
"3588","40","3","8"
"3585","40","3","15"
"3587","40","3","21"
"3590","40","3","7"
"3589","40","3","7"
"3592","40","3","2"
"3591","40","3","9"
"3593","40","3","11"
"3595","40","3","5"
"3594","40","3","14"
"3596","40","3","5"
"3597","40","3","13"
"3603","40","2","5"
"3601","40","3","21"
"3598","40","3","6"
"3600","40","3","13"
"3602","40","3","18"
"3599","40","3","20"
"3605","40","3","13"
"3604","40","3","16"
"3607","40","3","3"
"3610","40","3","3"
"3606","40","3","10"
"3612","40","2","6"
"3609","40","3","13"
"3608","40","3","13"
"3611","40","4","29"
"3613","40","3","14"
"3616","40","3","23"
"3615","40","3","9"
"3618","40","2","6"
"3617","40","3","9"
"3614","40","3","13"
"3624","40","2","2"
"3625","40","2","5"
"3619","40","3","6"
"3620","40","4","41"
"3621","40","3","6"
"3623","40","3","11"
"3622","40","3","15"
"3628","40","3","7"
"3626","40","3","4"
"3630","40","3","13"
"3633","40","3","5"
"3632","40","3","8"
"3631","40","3","4"
"3627","40","3","10"
"3629","40","3","6"
"3634","40","4","17"
"3636","40","3","3"
"3637","40","3","17"
"3635","40","3","10"
"3639","40","3","15"
"3641","40","2","12"
"3640","40","3","4"
"3642","40","2","6"
"3638","40","3","12"
"3643","40","3","14"
"3644","40","4","6"
"3645","40","3","14"
"3646","40","3","16"
"3647","40","3","5"
"3650","40","3","19"
"3648","40","3","9"
"3649","40","3","2"
"3653","40","3","4"
"3652","40","3","7"
"3651","40","3","6"
"3654","40","3","11"
"3655","40","4","31"
"3658","40","3","15"
"3656","40","3","18"
"3659","40","3","9"
"3660","40","3","14"
"3657","40","4","12"
"3662","40","2","7"
"3661","40","3","13"
"3663","40","3","19"
"3667","40","2","5"
"3668","40","3","12"
"3666","40","3","9"
"3670","40","2","6"
"3664","40","3","27"
"3665","40","3","7"
"3671","40","3","3"
"3672","40","2","4"
"3669","40","3","11"
"3673","40","3","13"
"3674","40","3","9"
"3677","40","3","21"
"3676","40","3","6"
"3675","40","3","5"
"3680","40","3","9"
"3681","40","3","23"
"3679","40","3","2"
"3678","40","3","8"
"3682","40","3","12"
"3687","40","3","11"
"3689","40","3","9"
"3683","40","3","14"
"3688","40","3","7"
"3685","40","3","8"
"3684","40","3","9"
"3690","40","3","5"
"3686","40","4","9"
"3693","40","3","16"
"3691","40","3","3"
"3695","40","3","10"
"3692","40","4","9"
"3694","40","4","15"
"3697","40","3","12"
"3700","40","3","21"
"3696","40","3","17"
"3699","40","3","5"
"3702","40","3","5"
"3703","40","3","5"
"3701","40","3","6"
"3698","40","3","5"
"3704","40","3","4"
"3705","40","3","10"
"3707","40","3","5"
"3709","40","2","4"
"3706","40","3","8"
"3708","40","3","7"
"3710","40","4","9"
"3712","40","3","12"
"3714","40","2","4"
"3715","40","3","6"
"3711","40","3","13"
"3713","40","4","20"
"3716","40","3","9"
"3717","40","3","5"
"3719","40","3","9"
"3722","40","3","12"
"3723","40","2","6"
"3720","40","3","16"
"3718","40","3","3"
"3721","40","3","7"
"3726","40","3","3"
"3728","40","3","9"
"3724","40","3","10"
"3727","40","3","14"
"3731","40","3","9"
"3725","40","3","12"
"3729","40","4","30"
"3734","40","2","5"
"3732","40","3","6"
"3730","40","3","11"
"3738","40","2","1"
"3733","40","3","33"
"3735","40","3","5"
"3736","40","4","5"
"3740","40","3","6"
"3739","40","3","5"
"3737","40","3","14"
"3741","40","2","9"
"3744","40","2","2"
"3742","40","3","12"
"3743","40","3","5"
"3745","40","3","1"
"3748","40","3","3"
"3749","40","3","12"
"3747","40","3","4"
"3746","40","3","1"
"3752","40","3","4"
"3751","40","3","4"
