"BehaviorSpace results (NetLogo 6.2.0)"
"Traffic Basic.nlogo"
"experiment"
"02/05/2021 10:19:37:535 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-4","4"
"[run number]","acceleration","number-of-cars","deceleration","[step]","mean [speed] of  turtles"
"3310","0.004","20","0.014","1000","1"
"3311","0.004","20","0.014","1000","1"
"3312","0.004","20","0.014","1000","1"
"3313","0.004","20","0.014","1000","1"
"3314","0.004","20","0.014","1000","1"
"3318","0.004","20","0.014","1000","1"
"3316","0.004","20","0.014","1000","1"
"3317","0.004","20","0.014","1000","1"
"3315","0.004","20","0.014","1000","1"
"3319","0.004","20","0.014","1000","1"
"3320","0.004","20","0.014","1000","1"
"3321","0.004","20","0.014","1000","1"
"3322","0.004","20","0.014","1000","1"
"3323","0.004","20","0.014","1000","1"
"3324","0.004","20","0.014","1000","1"
"3325","0.004","20","0.014","1000","1"
"3327","0.004","20","0.014","1000","1"
"3326","0.004","20","0.014","1000","1"
"3328","0.004","20","0.014","1000","1"
"3331","0.004","20","0.014","1000","1"
"3329","0.004","20","0.014","1000","1"
"3330","0.004","20","0.014","1000","1"
"3332","0.004","20","0.014","1000","1"
"3333","0.004","20","0.014","1000","1"
"3334","0.004","20","0.014","1000","1"
"3335","0.004","20","0.014","1000","1"
"3337","0.004","20","0.014","1000","1"
"3336","0.004","20","0.014","1000","1"
"3338","0.004","20","0.014","1000","1"
"3339","0.004","20","0.014","1000","1"
"3340","0.004","20","0.014","1000","1"
"3341","0.004","20","0.014","1000","1"
"3342","0.004","20","0.014","1000","1"
"3344","0.004","20","0.014","1000","1"
"3345","0.004","20","0.014","1000","1"
"3343","0.004","20","0.014","1000","1"
"3346","0.004","20","0.014","1000","1"
"3347","0.004","20","0.014","1000","1"
"3348","0.004","20","0.014","1000","1"
"3349","0.004","20","0.014","1000","1"
"3350","0.004","20","0.014","1000","1"
"3351","0.004","20","0.014","1000","1"
"3354","0.004","20","0.014","1000","1"
"3352","0.004","20","0.014","1000","1"
"3353","0.004","20","0.014","1000","1"
"3356","0.004","20","0.014","1000","1"
"3355","0.004","20","0.014","1000","1"
"3357","0.004","20","0.014","1000","1"
"3358","0.004","20","0.014","1000","1"
"3359","0.004","20","0.014","1000","1"
"3360","0.004","20","0.014","1000","1"
"3362","0.004","20","0.014","1000","1"
"3363","0.004","20","0.014","1000","1"
"3361","0.004","20","0.014","1000","1"
"3365","0.004","20","0.014","1000","1"
"3366","0.004","20","0.014","1000","1"
"3364","0.004","20","0.014","1000","1"
"3368","0.004","20","0.014","1000","1"
"3370","0.004","20","0.014","1000","1"
"3367","0.004","20","0.014","1000","1"
"3372","0.004","20","0.014","1000","1"
"3373","0.004","20","0.014","1000","1"
"3369","0.004","20","0.014","1000","1"
"3371","0.004","20","0.014","1000","1"
"3374","0.004","20","0.014","1000","1"
"3375","0.004","20","0.014","1000","1"
"3377","0.004","20","0.014","1000","1"
"3378","0.004","20","0.014","1000","1"
"3379","0.004","20","0.014","1000","1"
"3381","0.004","20","0.014","1000","1"
"3380","0.004","20","0.014","1000","1"
"3382","0.004","20","0.014","1000","1"
"3376","0.004","20","0.014","1000","1"
"3383","0.004","20","0.014","1000","1"
"3384","0.004","20","0.014","1000","1"
"3385","0.004","20","0.014","1000","1"
"3386","0.004","20","0.014","1000","1"
"3387","0.004","20","0.014","1000","1"
"3388","0.004","20","0.014","1000","1"
"3389","0.004","20","0.014","1000","1"
"3390","0.004","20","0.014","1000","1"
"3392","0.004","20","0.014","1000","1"
"3391","0.004","20","0.014","1000","1"
"3393","0.004","20","0.014","1000","1"
"3394","0.004","20","0.014","1000","1"
"3395","0.004","20","0.014","1000","1"
"3398","0.004","20","0.014","1000","1"
"3397","0.004","20","0.014","1000","1"
"3396","0.004","20","0.014","1000","1"
"3399","0.004","20","0.014","1000","1"
"3400","0.004","20","0.014","1000","1"
"3401","0.004","20","0.017","1000","0.9757602105688677"
"3402","0.004","20","0.017","1000","1"
"3403","0.004","20","0.017","1000","1"
"3405","0.004","20","0.017","1000","1"
"3408","0.004","20","0.017","1000","0.9480966066796883"
"3407","0.004","20","0.017","1000","1"
"3406","0.004","20","0.017","1000","1"
"3409","0.004","20","0.017","1000","1"
"3410","0.004","20","0.017","1000","0.9693034950370929"
"3404","0.004","20","0.017","1000","0.9135735994689984"
"3411","0.004","20","0.017","1000","0.6981842058348772"
"3412","0.004","20","0.017","1000","1"
"3413","0.004","20","0.017","1000","1"
"3414","0.004","20","0.017","1000","1"
"3416","0.004","20","0.017","1000","1"
"3415","0.004","20","0.017","1000","1"
"3418","0.004","20","0.017","1000","1"
"3417","0.004","20","0.017","1000","1"
"3419","0.004","20","0.017","1000","1"
"3420","0.004","20","0.017","1000","1"
"3421","0.004","20","0.017","1000","1"
"3422","0.004","20","0.017","1000","0.5870335235605298"
"3423","0.004","20","0.017","1000","1"
"3425","0.004","20","0.017","1000","0.9948282920991083"
"3426","0.004","20","0.017","1000","0.6791537362715514"
"3424","0.004","20","0.017","1000","1"
"3427","0.004","20","0.017","1000","1"
"3429","0.004","20","0.017","1000","1"
"3428","0.004","20","0.017","1000","1"
"3430","0.004","20","0.017","1000","0.9997499999999999"
"3431","0.004","20","0.017","1000","1"
"3432","0.004","20","0.017","1000","1"
"3433","0.004","20","0.017","1000","1"
"3436","0.004","20","0.017","1000","1"
"3434","0.004","20","0.017","1000","1"
"3435","0.004","20","0.017","1000","0.9846424399224833"
"3438","0.004","20","0.017","1000","1"
"3437","0.004","20","0.017","1000","1"
"3439","0.004","20","0.017","1000","1"
"3440","0.004","20","0.017","1000","0.99915"
"3441","0.004","20","0.017","1000","1"
"3442","0.004","20","0.017","1000","1"
"3443","0.004","20","0.017","1000","1"
"3444","0.004","20","0.017","1000","1"
"3447","0.004","20","0.017","1000","1"
"3448","0.004","20","0.017","1000","1"
"3445","0.004","20","0.017","1000","1"
"3446","0.004","20","0.017","1000","1"
"3449","0.004","20","0.017","1000","1"
"3450","0.004","20","0.017","1000","1"
"3453","0.004","20","0.017","1000","0.9646604890688952"
"3455","0.004","20","0.017","1000","1"
"3454","0.004","20","0.017","1000","1"
"3452","0.004","20","0.017","1000","1"
"3457","0.004","20","0.017","1000","0.8812144250731494"
"3456","0.004","20","0.017","1000","1"
"3451","0.004","20","0.017","1000","0.8616395892359122"
"3458","0.004","20","0.017","1000","1"
"3459","0.004","20","0.017","1000","0.9490470337926119"
"3461","0.004","20","0.017","1000","1"
"3460","0.004","20","0.017","1000","0.8748595200180487"
"3462","0.004","20","0.017","1000","0.9158088970806958"
"3464","0.004","20","0.017","1000","1"
"3466","0.004","20","0.017","1000","0.7501105515540027"
"3465","0.004","20","0.017","1000","1"
"3463","0.004","20","0.017","1000","1"
"3467","0.004","20","0.017","1000","1"
"3468","0.004","20","0.017","1000","0.9022319939591904"
"3469","0.004","20","0.017","1000","1"
"3470","0.004","20","0.017","1000","1"
"3471","0.004","20","0.017","1000","0.9698475731023194"
"3472","0.004","20","0.017","1000","1"
"3474","0.004","20","0.017","1000","1"
"3475","0.004","20","0.017","1000","1"
"3476","0.004","20","0.017","1000","1"
"3473","0.004","20","0.017","1000","1"
"3477","0.004","20","0.017","1000","1"
"3478","0.004","20","0.017","1000","0.8015392103210205"
"3480","0.004","20","0.017","1000","1"
"3479","0.004","20","0.017","1000","1"
"3481","0.004","20","0.017","1000","1"
"3483","0.004","20","0.017","1000","1"
"3482","0.004","20","0.017","1000","1"
"3484","0.004","20","0.017","1000","0.99915"
"3485","0.004","20","0.017","1000","1"
"3487","0.004","20","0.017","1000","1"
"3486","0.004","20","0.017","1000","0.9686657225526304"
"3488","0.004","20","0.017","1000","1"
"3489","0.004","20","0.017","1000","1"
"3491","0.004","20","0.017","1000","1"
"3493","0.004","20","0.017","1000","0.8816603336194795"
"3490","0.004","20","0.017","1000","1"
"3494","0.004","20","0.017","1000","1"
"3492","0.004","20","0.017","1000","1"
"3495","0.004","20","0.017","1000","1"
"3497","0.004","20","0.017","1000","1"
"3496","0.004","20","0.017","1000","1"
"3498","0.004","20","0.017","1000","0.9586442062317447"
"3499","0.004","20","0.017","1000","1"
"3500","0.004","20","0.017","1000","1"
"3501","0.004","20","0.02","1000","0.2641267929537117"
"3504","0.004","20","0.02","1000","0.26163797183558013"
"3503","0.004","20","0.02","1000","0.6136142111004386"
"3502","0.004","20","0.02","1000","0.26885792287796983"
"3505","0.004","20","0.02","1000","0.7032369945217929"
"3507","0.004","20","0.02","1000","0.43515696921174574"
"3506","0.004","20","0.02","1000","0.26478520825502927"
"3508","0.004","20","0.02","1000","0.26542712878786295"
"3509","0.004","20","0.02","1000","0.5937633828259629"
"3511","0.004","20","0.02","1000","0.6466205025639924"
"3510","0.004","20","0.02","1000","0.6631835403139295"
"3514","0.004","20","0.02","1000","0.26968399460157166"
"3513","0.004","20","0.02","1000","0.26856226212137285"
"3512","0.004","20","0.02","1000","0.2712607394757461"
"3515","0.004","20","0.02","1000","0.5978875116903213"
"3516","0.004","20","0.02","1000","0.2708907938427615"
"3517","0.004","20","0.02","1000","0.2754000000000025"
"3519","0.004","20","0.02","1000","0.2622788858056342"
"3520","0.004","20","0.02","1000","0.43527537510897696"
"3518","0.004","20","0.02","1000","0.806167187405863"
"3523","0.004","20","0.02","1000","0.25395841659977114"
"3521","0.004","20","0.02","1000","0.4475839773729965"
"3522","0.004","20","0.02","1000","0.27088483771581157"
"3524","0.004","20","0.02","1000","0.47136641677791075"
"3525","0.004","20","0.02","1000","0.2769583400079837"
"3526","0.004","20","0.02","1000","0.5665413870284801"
"3527","0.004","20","0.02","1000","0.5834469753823682"
"3529","0.004","20","0.02","1000","0.40796058047493594"
"3528","0.004","20","0.02","1000","0.2676709953308951"
"3532","0.004","20","0.02","1000","0.44463659010024187"
"3530","0.004","20","0.02","1000","0.4615237014039007"
"3531","0.004","20","0.02","1000","0.6671615307263019"
"3533","0.004","20","0.02","1000","0.4263946863537633"
"3534","0.004","20","0.02","1000","0.28322021117741025"
"3536","0.004","20","0.02","1000","0.4120000000000023"
"3535","0.004","20","0.02","1000","0.26051170316932293"
"3538","0.004","20","0.02","1000","0.46037943810411663"
"3537","0.004","20","0.02","1000","0.847846897014638"
"3541","0.004","20","0.02","1000","0.8410062339109844"
"3539","0.004","20","0.02","1000","0.4613335716300515"
"3540","0.004","20","0.02","1000","0.2678211773025873"
"3542","0.004","20","0.02","1000","0.2718412386949654"
"3543","0.004","20","0.02","1000","0.689296734487636"
"3545","0.004","20","0.02","1000","0.25554457248028395"
"3544","0.004","20","0.02","1000","0.6635490190772917"
"3547","0.004","20","0.02","1000","0.6930572684265253"
"3546","0.004","20","0.02","1000","0.57805739870765"
"3548","0.004","20","0.02","1000","1"
"3550","0.004","20","0.02","1000","0.26344986594769754"
"3549","0.004","20","0.02","1000","0.554711965037004"
"3551","0.004","20","0.02","1000","0.265576310280693"
"3552","0.004","20","0.02","1000","0.43712586101751744"
"3553","0.004","20","0.02","1000","0.9178122804604015"
"3554","0.004","20","0.02","1000","0.2833822303361156"
"3557","0.004","20","0.02","1000","0.2796301065725577"
"3555","0.004","20","0.02","1000","0.2737814448038086"
"3556","0.004","20","0.02","1000","0.26446549604678177"
"3559","0.004","20","0.02","1000","0.2614811210217277"
"3560","0.004","20","0.02","1000","0.5950490864491057"
"3558","0.004","20","0.02","1000","0.2627133471001785"
"3561","0.004","20","0.02","1000","0.8130509032004694"
"3562","0.004","20","0.02","1000","0.2736033597412352"
"3563","0.004","20","0.02","1000","0.43737597250712346"
"3566","0.004","20","0.02","1000","0.7167140619759137"
"3567","0.004","20","0.02","1000","0.2760618222720837"
"3565","0.004","20","0.02","1000","0.8349581735816749"
"3564","0.004","20","0.02","1000","0.27261345638745615"
"3569","0.004","20","0.02","1000","0.5875798532530928"
"3568","0.004","20","0.02","1000","0.895767744797096"
"3570","0.004","20","0.02","1000","0.4387681998340609"
"3571","0.004","20","0.02","1000","1"
"3572","0.004","20","0.02","1000","0.7056968727923898"
"3573","0.004","20","0.02","1000","0.48917918026429213"
"3574","0.004","20","0.02","1000","0.5862505295775171"
"3575","0.004","20","0.02","1000","0.27655065419935093"
"3576","0.004","20","0.02","1000","0.5113469803220263"
"3578","0.004","20","0.02","1000","0.45624951813444586"
"3579","0.004","20","0.02","1000","0.6513681076694935"
"3577","0.004","20","0.02","1000","0.44547936214459477"
"3580","0.004","20","0.02","1000","0.2727154764639742"
"3581","0.004","20","0.02","1000","0.2589462204546098"
"3585","0.004","20","0.02","1000","0.2717738230324284"
"3582","0.004","20","0.02","1000","0.4277292511309064"
"3584","0.004","20","0.02","1000","0.27055811835212046"
"3583","0.004","20","0.02","1000","0.4679813540130183"
"3586","0.004","20","0.02","1000","0.2719608524672723"
"3589","0.004","20","0.02","1000","0.4486677570530618"
"3588","0.004","20","0.02","1000","0.7611826646226839"
"3587","0.004","20","0.02","1000","0.2734962675170118"
"3590","0.004","20","0.02","1000","0.2777673853943147"
"3592","0.004","20","0.02","1000","0.27825875319850557"
"3591","0.004","20","0.02","1000","0.26965925901025434"
"3593","0.004","20","0.02","1000","0.27806527073694953"
"3594","0.004","20","0.02","1000","0.2802944002888744"
"3595","0.004","20","0.02","1000","0.7053967762329095"
"3596","0.004","20","0.02","1000","0.41038451524658803"
"3598","0.004","20","0.02","1000","0.7189517137654509"
"3599","0.004","20","0.02","1000","0.2587476568690787"
"3597","0.004","20","0.02","1000","0.4429103253424717"
"3602","0.004","20","0.023","1000","0.23116737692780953"
"3603","0.004","20","0.023","1000","0.22822781821884056"
"3600","0.004","20","0.02","1000","0.40907909460275044"
"3601","0.004","20","0.023","1000","0.24787169353034494"
"3604","0.004","20","0.023","1000","0.23026644259608445"
"3605","0.004","20","0.023","1000","0.24500029599869372"
"3606","0.004","20","0.023","1000","0.24155047174526806"
"3608","0.004","20","0.023","1000","0.23019103826232942"
"3609","0.004","20","0.023","1000","0.25130581508392"
"3607","0.004","20","0.023","1000","0.2391274870645784"
"3610","0.004","20","0.023","1000","0.24691480316720577"
"3611","0.004","20","0.023","1000","0.23407234775300254"
"3612","0.004","20","0.023","1000","0.22674919175236466"
"3613","0.004","20","0.023","1000","0.23008394672848081"
"3614","0.004","20","0.023","1000","0.23369542312941266"
"3615","0.004","20","0.023","1000","0.2431693392374894"
"3616","0.004","20","0.023","1000","0.23620142325170046"
"3618","0.004","20","0.023","1000","0.2299711639161574"
"3619","0.004","20","0.023","1000","0.25406813612405316"
"3620","0.004","20","0.023","1000","0.23681540677872182"
"3617","0.004","20","0.023","1000","0.2432286444293948"
"3622","0.004","20","0.023","1000","0.23926713964258067"
"3621","0.004","20","0.023","1000","0.2439184585164365"
"3623","0.004","20","0.023","1000","0.2452978239673455"
"3624","0.004","20","0.023","1000","0.25271863225846025"
"3625","0.004","20","0.023","1000","0.25227874046961685"
"3626","0.004","20","0.023","1000","0.2579190798245799"
"3627","0.004","20","0.023","1000","0.23617844989006415"
"3628","0.004","20","0.023","1000","0.2581756480490448"
"3629","0.004","20","0.023","1000","0.23565302033889557"
"3630","0.004","20","0.023","1000","0.23205081989368587"
"3631","0.004","20","0.023","1000","0.22630249449619716"
"3633","0.004","20","0.023","1000","0.23149080173040856"
"3634","0.004","20","0.023","1000","0.2416505215404705"
"3635","0.004","20","0.023","1000","0.22556597012836715"
"3637","0.004","20","0.023","1000","0.22915573708583176"
"3636","0.004","20","0.023","1000","0.22955751647826284"
"3638","0.004","20","0.023","1000","0.23265997817661305"
"3639","0.004","20","0.023","1000","0.24493856812533205"
"3632","0.004","20","0.023","1000","0.2437020904541988"
"3640","0.004","20","0.023","1000","0.23688964903701595"
"3641","0.004","20","0.023","1000","0.24324490755564493"
"3642","0.004","20","0.023","1000","0.23844326304017133"
"3643","0.004","20","0.023","1000","0.24498439003534248"
"3645","0.004","20","0.023","1000","0.23846502205927006"
"3644","0.004","20","0.023","1000","0.24129391815129178"
"3646","0.004","20","0.023","1000","0.2152622775464522"
"3647","0.004","20","0.023","1000","0.2390623922375592"
"3648","0.004","20","0.023","1000","0.24013956011082946"
"3649","0.004","20","0.023","1000","0.23330232067707332"
"3650","0.004","20","0.023","1000","0.24677618281381458"
"3651","0.004","20","0.023","1000","0.24652815684713342"
"3652","0.004","20","0.023","1000","0.23586475383576952"
"3655","0.004","20","0.023","1000","0.2369801817834285"
"3654","0.004","20","0.023","1000","0.24227685960267964"
"3653","0.004","20","0.023","1000","0.23246177512117336"
"3656","0.004","20","0.023","1000","0.23731202812796987"
"3657","0.004","20","0.023","1000","0.2384889564630901"
"3658","0.004","20","0.023","1000","0.2420122170221913"
"3659","0.004","20","0.023","1000","0.23849880113505978"
"3660","0.004","20","0.023","1000","0.2261153191927885"
"3661","0.004","20","0.023","1000","0.23334811293290345"
"3662","0.004","20","0.023","1000","0.23918888499271151"
"3664","0.004","20","0.023","1000","0.2506002999282229"
"3666","0.004","20","0.023","1000","0.22798712416818154"
"3665","0.004","20","0.023","1000","0.2427000000000025"
"3663","0.004","20","0.023","1000","0.2439685446562216"
"3667","0.004","20","0.023","1000","0.2450965927326798"
"3668","0.004","20","0.023","1000","0.24966908755521597"
"3669","0.004","20","0.023","1000","0.23943590158820732"
"3671","0.004","20","0.023","1000","0.2457535723348921"
"3670","0.004","20","0.023","1000","0.23515000270299904"
"3674","0.004","20","0.023","1000","0.2363402382131604"
"3672","0.004","20","0.023","1000","0.2413756858701483"
"3675","0.004","20","0.023","1000","0.22945430468835043"
"3673","0.004","20","0.023","1000","0.2402923457437311"
"3676","0.004","20","0.023","1000","0.2551964070890139"
"3677","0.004","20","0.023","1000","0.22476221417905512"
"3678","0.004","20","0.023","1000","0.22885606218800802"
"3680","0.004","20","0.023","1000","0.2405387674912479"
"3679","0.004","20","0.023","1000","0.24373182168290747"
"3682","0.004","20","0.023","1000","0.25462180625257064"
"3681","0.004","20","0.023","1000","0.22684883039813175"
"3683","0.004","20","0.023","1000","0.22146089534193933"
"3684","0.004","20","0.023","1000","0.2462065003505977"
"3685","0.004","20","0.023","1000","0.25049176843624793"
"3686","0.004","20","0.023","1000","0.24093980898839074"
"3687","0.004","20","0.023","1000","0.24211028217837033"
"3689","0.004","20","0.023","1000","0.22421896147417436"
"3688","0.004","20","0.023","1000","0.2450613949689419"
"3690","0.004","20","0.023","1000","0.23942285943387795"
"3692","0.004","20","0.023","1000","0.23519243128489342"
"3691","0.004","20","0.023","1000","0.23956073844638254"
"3693","0.004","20","0.023","1000","0.2401395513163201"
"3694","0.004","20","0.023","1000","0.2343049057454131"
"3695","0.004","20","0.023","1000","0.25054795469716085"
"3696","0.004","20","0.023","1000","0.22713491490745774"
"3697","0.004","20","0.023","1000","0.228228275282761"
"3698","0.004","20","0.023","1000","0.23275380441539154"
"3699","0.004","20","0.023","1000","0.2480015386413855"
"3701","0.004","20","0.026","1000","0.20025290030654816"
"3700","0.004","20","0.023","1000","0.2554280980470106"
"3702","0.004","20","0.026","1000","0.2281664331915708"
"3703","0.004","20","0.026","1000","0.2047817666256241"
"3704","0.004","20","0.026","1000","0.2160345200455493"
"3705","0.004","20","0.026","1000","0.2027586141002117"
"3706","0.004","20","0.026","1000","0.21637956047666504"
"3707","0.004","20","0.026","1000","0.21364549957556198"
"3708","0.004","20","0.026","1000","0.21607602833370593"
"3709","0.004","20","0.026","1000","0.21264619212324415"
"3710","0.004","20","0.026","1000","0.22529321975845423"
"3711","0.004","20","0.026","1000","0.20038673537258722"
"3712","0.004","20","0.026","1000","0.21639195262135683"
"3713","0.004","20","0.026","1000","0.2074144857609054"
"3715","0.004","20","0.026","1000","0.2131975233776479"
"3714","0.004","20","0.026","1000","0.21476852588060696"
"3716","0.004","20","0.026","1000","0.20097143266228312"
"3718","0.004","20","0.026","1000","0.20200219886358303"
"3719","0.004","20","0.026","1000","0.22459165997556285"
"3720","0.004","20","0.026","1000","0.20225892253292005"
"3717","0.004","20","0.026","1000","0.19857988362007256"
"3721","0.004","20","0.026","1000","0.217750989708489"
"3722","0.004","20","0.026","1000","0.21130274308057873"
"3723","0.004","20","0.026","1000","0.21267154146408332"
"3724","0.004","20","0.026","1000","0.20890517400422529"
"3726","0.004","20","0.026","1000","0.21193549955415594"
"3725","0.004","20","0.026","1000","0.19958654414931837"
"3727","0.004","20","0.026","1000","0.20654449960628543"
"3730","0.004","20","0.026","1000","0.22952251002802543"
"3729","0.004","20","0.026","1000","0.2158467925635421"
"3728","0.004","20","0.026","1000","0.21328994140868632"
"3731","0.004","20","0.026","1000","0.21048522680612938"
"3732","0.004","20","0.026","1000","0.2116287367772917"
"3733","0.004","20","0.026","1000","0.2101930348784761"
"3734","0.004","20","0.026","1000","0.22788045648333374"
"3735","0.004","20","0.026","1000","0.2260929743838842"
"3736","0.004","20","0.026","1000","0.20115355611352959"
"3737","0.004","20","0.026","1000","0.20779867252440246"
"3740","0.004","20","0.026","1000","0.2046046533280701"
"3739","0.004","20","0.026","1000","0.21423144259177138"
"3738","0.004","20","0.026","1000","0.20332727282887902"
"3741","0.004","20","0.026","1000","0.21882355224222624"
"3743","0.004","20","0.026","1000","0.2196796349944991"
"3742","0.004","20","0.026","1000","0.22149044820430683"
"3744","0.004","20","0.026","1000","0.2050397882129674"
"3745","0.004","20","0.026","1000","0.21421701378521366"
"3746","0.004","20","0.026","1000","0.21669196983503838"
"3747","0.004","20","0.026","1000","0.21883328289738233"
"3749","0.004","20","0.026","1000","0.22070087236987135"
"3748","0.004","20","0.026","1000","0.215168210979783"
"3750","0.004","20","0.026","1000","0.2088385852798113"
"3751","0.004","20","0.026","1000","0.22086046357852435"
"3752","0.004","20","0.026","1000","0.22481554906200346"
"3754","0.004","20","0.026","1000","0.1991527452850921"
"3753","0.004","20","0.026","1000","0.2196014350736955"
"3755","0.004","20","0.026","1000","0.21064591131777594"
"3756","0.004","20","0.026","1000","0.2166483298283744"
"3758","0.004","20","0.026","1000","0.218698200890353"
"3759","0.004","20","0.026","1000","0.20759285489895668"
"3757","0.004","20","0.026","1000","0.2088962312258889"
"3760","0.004","20","0.026","1000","0.20529253951743867"
"3761","0.004","20","0.026","1000","0.227007831091893"
"3763","0.004","20","0.026","1000","0.20898094192896965"
"3765","0.004","20","0.026","1000","0.20560026883474994"
"3764","0.004","20","0.026","1000","0.2139000000000031"
"3766","0.004","20","0.026","1000","0.20258428551543503"
"3768","0.004","20","0.026","1000","0.2101294750877935"
"3767","0.004","20","0.026","1000","0.20818015661320208"
"3769","0.004","20","0.026","1000","0.20183094135599947"
"3762","0.004","20","0.026","1000","0.2119293189210541"
"3771","0.004","20","0.026","1000","0.2134409635200183"
"3772","0.004","20","0.026","1000","0.21765303088461913"
"3770","0.004","20","0.026","1000","0.22493589016374577"
"3773","0.004","20","0.026","1000","0.2058859254793835"
"3774","0.004","20","0.026","1000","0.2149000000000032"
"3776","0.004","20","0.026","1000","0.2133150443655183"
"3775","0.004","20","0.026","1000","0.20620518702720889"
"3778","0.004","20","0.026","1000","0.19999687897436577"
"3779","0.004","20","0.026","1000","0.19915826972336753"
"3781","0.004","20","0.026","1000","0.22198623647239732"
"3780","0.004","20","0.026","1000","0.20754837523955033"
"3783","0.004","20","0.026","1000","0.21710392364542752"
"3784","0.004","20","0.026","1000","0.2026485949432642"
"3785","0.004","20","0.026","1000","0.21837868391228116"
"3787","0.004","20","0.026","1000","0.21483583999065167"
"3786","0.004","20","0.026","1000","0.20115858851599144"
"3777","0.004","20","0.026","1000","0.22318095467555404"
"3782","0.004","20","0.026","1000","0.22170580409033408"
"3788","0.004","20","0.026","1000","0.2228233278950847"
"3789","0.004","20","0.026","1000","0.2036658764412005"
"3791","0.004","20","0.026","1000","0.227785549212648"
"3793","0.004","20","0.026","1000","0.22964256096513416"
"3792","0.004","20","0.026","1000","0.21420902283427914"
"3790","0.004","20","0.026","1000","0.20180528561969138"
"3795","0.004","20","0.026","1000","0.20371252535242687"
"3794","0.004","20","0.026","1000","0.216295206493488"
"3796","0.004","20","0.026","1000","0.2133743666452282"
"3797","0.004","20","0.026","1000","0.2017487058819391"
"3798","0.004","20","0.026","1000","0.20339816463024815"
"3799","0.004","20","0.026","1000","0.22482884730524216"
"3800","0.004","20","0.026","1000","0.20483756662389632"
"3802","0.004","20","0.029","1000","0.20048439645538685"
"3803","0.004","20","0.029","1000","0.18875361853540074"
"3804","0.004","20","0.029","1000","0.1821027785438583"
"3801","0.004","20","0.029","1000","0.19205014384916147"
"3805","0.004","20","0.029","1000","0.19255301795513996"
"3806","0.004","20","0.029","1000","0.19886681221478927"
"3807","0.004","20","0.029","1000","0.18110925509318848"
"3808","0.004","20","0.029","1000","0.18864909287123666"
"3809","0.004","20","0.029","1000","0.18256528019407411"
"3810","0.004","20","0.029","1000","0.1960751413990835"
"3811","0.004","20","0.029","1000","0.1926061952198981"
"3813","0.004","20","0.029","1000","0.19864872963011776"
"3812","0.004","20","0.029","1000","0.19572130839206014"
"3814","0.004","20","0.029","1000","0.20078039318953395"
"3817","0.004","20","0.029","1000","0.1834310064699616"
"3816","0.004","20","0.029","1000","0.18277458377845252"
"3815","0.004","20","0.029","1000","0.18389217109822134"
"3818","0.004","20","0.029","1000","0.19334156256991458"
"3819","0.004","20","0.029","1000","0.19937586630403306"
"3820","0.004","20","0.029","1000","0.1932327204454642"
"3821","0.004","20","0.029","1000","0.18708735234221735"
"3822","0.004","20","0.029","1000","0.2023644888638322"
"3823","0.004","20","0.029","1000","0.19233591883329385"
"3824","0.004","20","0.029","1000","0.1974019438559291"
"3825","0.004","20","0.029","1000","0.18441799090938754"
"3826","0.004","20","0.029","1000","0.19647832176126098"
"3828","0.004","20","0.029","1000","0.18623446988134865"
"3827","0.004","20","0.029","1000","0.19764144819229784"
"3830","0.004","20","0.029","1000","0.18496025548438344"
"3831","0.004","20","0.029","1000","0.1880984032213919"
"3833","0.004","20","0.029","1000","0.1908194884722485"
"3832","0.004","20","0.029","1000","0.18963326321838253"
"3829","0.004","20","0.029","1000","0.17703872705069956"
"3835","0.004","20","0.029","1000","0.2050328049846745"
"3834","0.004","20","0.029","1000","0.1895283117660468"
"3836","0.004","20","0.029","1000","0.1932527165395639"
"3837","0.004","20","0.029","1000","0.1893281794939929"
"3838","0.004","20","0.029","1000","0.1970388695147537"
"3839","0.004","20","0.029","1000","0.19075475374312048"
"3840","0.004","20","0.029","1000","0.19775091026903363"
"3841","0.004","20","0.029","1000","0.19608272452956663"
"3842","0.004","20","0.029","1000","0.20033405113570074"
"3843","0.004","20","0.029","1000","0.18537700562248796"
"3844","0.004","20","0.029","1000","0.18557784238237046"
"3845","0.004","20","0.029","1000","0.17868037303412387"
"3846","0.004","20","0.029","1000","0.18648103707589314"
"3847","0.004","20","0.029","1000","0.1802991097441808"
"3848","0.004","20","0.029","1000","0.2011485135308017"
"3850","0.004","20","0.029","1000","0.1911245208109172"
"3851","0.004","20","0.029","1000","0.18114588726921327"
"3849","0.004","20","0.029","1000","0.2015818661967773"
"3853","0.004","20","0.029","1000","0.20561107559162717"
"3852","0.004","20","0.029","1000","0.1851160486797085"
"3854","0.004","20","0.029","1000","0.190136389000199"
"3855","0.004","20","0.029","1000","0.1916482512083828"
"3856","0.004","20","0.029","1000","0.19495825797389674"
"3857","0.004","20","0.029","1000","0.1841228677099697"
"3858","0.004","20","0.029","1000","0.19531163908187033"
"3860","0.004","20","0.029","1000","0.20494056320317183"
"3861","0.004","20","0.029","1000","0.1963940639786326"
"3862","0.004","20","0.029","1000","0.19001338167711013"
"3859","0.004","20","0.029","1000","0.18695444457930974"
"3863","0.004","20","0.029","1000","0.19474464111984446"
"3865","0.004","20","0.029","1000","0.19622906983347316"
"3866","0.004","20","0.029","1000","0.19292139712465411"
"3867","0.004","20","0.029","1000","0.18628075704967942"
